CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad_Cliente,Comunidad
CLIX1,0,0,0,0.0,1,3,0,1,1,1,0,0,2.0,0,0.0,0,2892,0,1,20,18
CLIX2,0,0,0,0.0,1,3,3,1,1,1,0,0,3.0,1,1.0,0,2892,17967,1,55,11
CLIX3,0,0,0,0.0,1,0,3,0,1,0,0,0,1.0,0,2.0,0,1376,0,1,18,6
CLIX4,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,1,0.0,0,2594,6219,1,37,9
CLIX5,0,0,0,0.0,1,3,0,0,1,1,0,0,1.0,0,3.0,1,1376,0,1,21,7
CLIX6,0,0,0,0.0,1,3,0,0,1,1,0,0,3.0,1,3.0,1,2594,2281,2,23,1
CLIX7,0,0,0,0.0,1,0,0,0,1,1,0,0,3.0,1,1.0,0,4720,15105,1,49,14
CLIX8,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,3.0,1,2594,0,2,26,7
CLIX9,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,0.0,0,2169,0,2,27,14
CLIX10,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,0,0.0,1,2594,0,1,30,14
CLIX11,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,1,3.0,1,5677,22231,1,26,6
CLIX12,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,1,0.0,0,3233,7998,2,29,17
CLIX13,0,0,0,0.0,1,0,0,0,1,1,0,0,2.0,0,2.0,0,2594,0,1,23,9
CLIX14,0,0,0,0.0,1,2,3,0,1,1,0,0,2.0,1,2.0,0,5677,4186,2,58,14
CLIX15,0,0,0,0.0,1,0,0,0,2,0,0,0,3.0,1,0.0,0,2594,6207,2,60,18
CLIX16,0,0,0,0.0,1,3,0,0,1,1,0,0,1.0,1,2.0,0,4720,6124,2,37,7
CLIX17,0,0,0,0.0,1,2,0,0,1,1,0,0,1.0,1,0.0,0,3850,6580,1,18,7
CLIX18,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,1,2.0,1,1376,9646,1,50,18
CLIX19,0,0,0,0.0,1,2,0,0,1,1,0,0,1.0,0,0.0,0,3850,0,2,18,7
CLIX20,0,0,0,0.0,1,3,0,1,1,1,0,0,2.0,0,2.0,0,3213,0,1,20,12
CLIX21,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,1,1.0,0,2015,10132,2,42,9
CLIX22,0,0,0,0.0,1,0,3,0,1,0,0,0,1.0,0,2.0,0,1376,0,0,26,18
CLIX23,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,25,14
CLIX24,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,3.0,1,3850,0,2,21,12
CLIX25,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,3.0,1,2228,0,0,28,7
CLIX26,0,0,0,0.0,1,2,3,0,1,1,0,0,1.0,0,3.0,1,2015,0,1,23,12
CLIX27,0,0,0,0.0,1,1,0,0,1,0,0,0,3.0,0,1.0,0,1590,0,1,31,7
CLIX28,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,1.0,0,2169,0,0,26,7
CLIX29,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,1560,0,1,19,7
CLIX30,0,0,0,0.0,1,0,0,1,2,1,0,0,2.0,0,0.0,0,2892,0,2,28,14
CLIX31,0,0,0,0.0,1,3,3,1,1,1,0,0,1.0,0,3.0,1,2208,0,2,32,6
CLIX32,0,0,0,0.0,1,3,0,1,1,0,0,0,2.0,0,0.0,0,1376,0,2,29,14
CLIX33,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,22,0
CLIX34,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,3.0,1,2169,0,0,23,18
CLIX35,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,28,14
CLIX36,0,0,0,0.0,1,3,3,0,1,0,0,0,3.0,0,2.0,0,1818,0,2,29,3
CLIX37,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,1,3.0,1,1376,6048,2,37,2
CLIX38,0,0,0,0.0,1,0,3,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,28,5
CLIX39,0,0,0,0.0,1,3,0,0,0,0,0,0,3.0,0,1.0,0,1590,0,1,20,11
CLIX40,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,3.0,1,2228,0,0,23,1
CLIX41,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,0.0,0,2228,0,2,32,17
CLIX42,0,0,0,0.0,1,0,3,1,1,0,0,0,2.0,1,3.0,1,1376,22275,1,52,9
CLIX43,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,1,3.0,1,1376,10867,2,55,7
CLIX44,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,3.0,1,2015,0,2,20,6
CLIX45,0,0,0,0.0,1,0,0,1,0,0,0,0,3.0,0,3.0,1,1590,0,2,19,9
CLIX46,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,1376,28763,2,57,9
CLIX47,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,3.0,1,1590,0,0,20,14
CLIX48,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,1,1.0,0,1376,9466,2,39,14
CLIX49,0,0,0,0.0,1,3,0,1,1,1,0,0,3.0,1,2.0,0,1376,21182,2,58,7
CLIX50,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,1,2.0,0,2064,34332,1,43,18
CLIX51,0,0,0,0.0,1,0,3,1,1,0,0,0,1.0,0,0.0,0,1590,0,2,31,7
CLIX52,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,4513,0,2,22,3
CLIX53,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,3.0,1,1590,0,1,30,0
CLIX54,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,2015,0,2,28,7
CLIX55,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,3097,0,1,19,9
CLIX56,0,0,0,0.0,1,2,3,0,1,1,0,1,3.0,0,0.0,0,1590,0,1,20,7
CLIX57,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,1376,0,2,30,12
CLIX58,0,0,0,0.0,1,2,3,1,1,1,0,0,1.0,0,0.0,0,2228,0,1,19,9
CLIX59,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,20,14
CLIX60,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,1.0,0,2169,0,1,31,7
CLIX61,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,2594,0,2,24,1
CLIX62,0,0,0,0.0,1,2,0,1,1,0,0,1,1.0,0,0.0,0,2611,0,2,27,3
CLIX63,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,29,7
CLIX64,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,2015,0,1,27,7
CLIX65,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,19,11
CLIX66,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,1,0.0,0,1376,17618,1,37,7
CLIX67,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,3213,0,1,32,7
CLIX68,0,0,0,0.0,1,2,0,1,1,0,0,1,1.0,0,0.0,0,2169,0,1,21,11
CLIX69,0,0,0,0.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,3213,0,1,32,10
CLIX70,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,26,18
CLIX71,0,0,0,0.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,1590,0,1,23,18
CLIX72,0,0,0,0.0,1,2,2,1,2,1,0,0,1.0,1,0.0,0,3850,12563,1,61,18
CLIX73,0,0,0,0.0,1,3,0,1,1,1,0,0,1.0,1,0.0,0,2892,14386,1,38,7
CLIX74,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,2670,0,0,22,3
CLIX75,0,0,0,0.0,1,1,0,1,1,1,0,0,2.0,0,0.0,0,4720,0,2,32,14
CLIX76,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,2015,0,2,18,14
CLIX77,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,1376,0,1,26,18
CLIX78,0,0,0,0.0,1,3,2,0,1,0,0,0,2.0,0,0.0,0,2594,0,1,25,9
CLIX79,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,21,14
CLIX80,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1376,0,1,25,7
CLIX81,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,2594,0,1,28,4
CLIX82,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,26,14
CLIX83,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,1590,0,1,23,14
CLIX84,0,0,0,0.0,1,3,2,0,1,0,0,0,3.0,0,0.0,0,1376,0,1,22,7
CLIX85,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,2015,0,2,30,17
CLIX86,0,0,0,0.0,1,3,0,1,1,0,0,0,2.0,0,0.0,0,1376,0,1,21,14
CLIX87,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,1376,0,1,21,7
CLIX88,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,0.0,0,2015,0,1,20,0
CLIX89,0,0,0,0.0,1,0,2,0,1,1,0,0,3.0,0,0.0,0,4720,0,1,30,7
CLIX90,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,3213,0,2,20,14
CLIX91,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,0.0,0,2169,0,0,21,5
CLIX92,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,2456,0,1,32,3
CLIX93,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,2169,0,1,24,7
CLIX94,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,26,18
CLIX95,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1903,0,1,26,9
CLIX96,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,1.0,0,4720,0,1,19,7
CLIX97,0,0,0,0.0,1,2,3,1,1,1,0,0,3.0,1,0.0,0,2228,28396,1,44,14
CLIX98,0,0,0,0.0,1,2,2,0,1,0,0,1,1.0,0,0.0,0,2611,0,1,31,3
CLIX99,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,2670,0,1,25,3
CLIX100,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,2594,0,0,30,11
CLIX101,0,0,0,0.0,1,0,0,0,1,1,0,0,3.0,0,0.0,0,1590,0,1,25,7
CLIX102,0,0,0,0.0,1,3,0,1,1,0,0,0,1.0,0,0.0,0,1590,0,1,18,17
CLIX103,0,0,0,0.0,1,1,0,0,1,0,0,1,2.0,0,0.0,0,2385,0,2,30,7
CLIX104,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,0.0,0,4170,0,1,19,18
CLIX105,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,0.0,0,1590,0,2,29,18
CLIX106,0,0,0,0.0,1,0,0,1,1,1,0,0,1.0,0,0.0,0,2892,0,2,19,18
CLIX107,0,0,0,0.0,1,3,3,0,1,0,0,0,1.0,0,0.0,0,1376,0,2,26,5
CLIX108,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,27,11
CLIX109,0,0,0,0.0,1,2,0,0,1,0,0,1,2.0,0,0.0,0,2169,0,1,22,18
CLIX110,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,27,14
CLIX111,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,2.0,0,2031,0,1,30,3
CLIX112,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,1,4082,0,1,21,14
CLIX113,0,0,0,0.0,1,0,3,0,0,0,0,0,1.0,0,0.0,0,1590,0,0,22,14
CLIX114,0,0,0,0.0,1,2,0,0,1,0,0,1,1.0,0,0.0,0,2169,0,0,20,5
CLIX115,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,21,6
CLIX116,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,2228,0,1,19,18
CLIX117,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,3254,0,0,30,11
CLIX118,0,0,0,0.0,1,2,0,0,2,0,0,1,3.0,0,0.0,0,2611,0,2,20,3
CLIX119,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,2,25,9
CLIX120,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,21,6
CLIX121,0,0,0,0.0,1,3,3,1,1,0,0,0,3.0,0,0.0,0,2031,0,0,32,3
CLIX122,0,0,0,0.0,1,2,3,1,1,0,0,1,2.0,0,0.0,0,2169,0,1,25,14
CLIX123,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,30,14
CLIX124,0,0,0,0.0,1,3,0,0,1,0,0,1,3.0,0,0.0,0,2385,0,0,22,18
CLIX125,0,0,0,0.0,1,2,0,0,1,0,0,1,2.0,0,0.0,0,2169,0,1,21,9
CLIX126,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,2.0,0,2611,0,0,28,3
CLIX127,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,0,20,14
CLIX128,0,0,0,0.0,1,0,0,0,1,1,0,0,3.0,0,0.0,0,3213,0,1,31,17
CLIX129,0,0,0,0.0,1,0,3,0,1,1,0,0,1.0,0,0.0,0,1590,0,1,26,14
CLIX130,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,1590,0,1,32,6
CLIX131,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,31,0
CLIX132,0,0,0,0.0,1,0,3,1,1,0,0,1,3.0,0,0.0,0,2385,0,1,22,9
CLIX133,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,2,29,7
CLIX134,0,0,0,0.0,1,2,0,0,2,0,0,1,3.0,0,0.0,0,2169,0,0,19,14
CLIX135,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,2,20,11
CLIX136,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,1590,0,1,23,12
CLIX137,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,2,28,7
CLIX138,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,18,18
CLIX139,0,0,0,0.0,1,3,3,0,2,0,0,0,3.0,0,0.0,0,2031,0,1,23,3
CLIX140,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,18,2
CLIX141,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,24,14
CLIX142,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,18,14
CLIX143,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,23,10
CLIX144,0,0,0,0.0,1,3,1,1,1,1,0,1,3.0,0,0.0,0,2385,0,0,25,18
CLIX145,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,2031,0,1,24,3
CLIX146,0,0,0,0.0,1,3,3,0,1,0,0,0,3.0,0,0.0,0,1590,0,2,29,18
CLIX147,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2611,0,0,30,3
CLIX148,0,0,0,0.0,1,2,3,0,0,0,0,1,3.0,0,0.0,0,2169,0,1,27,17
CLIX149,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,27,9
CLIX150,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,2031,0,0,25,3
CLIX151,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,30,7
CLIX152,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,22,14
CLIX153,0,0,0,0.0,1,3,3,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,18,18
CLIX154,0,0,0,0.0,1,3,3,0,1,0,0,0,3.0,0,2.0,0,2031,0,1,23,3
CLIX155,0,0,0,0.0,1,0,1,0,1,0,0,0,3.0,0,0.0,0,1590,0,0,20,7
CLIX156,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,29,7
CLIX157,0,0,0,0.0,1,0,1,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,23,7
CLIX158,0,0,0,0.0,1,0,1,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,18,10
CLIX159,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,25,7
CLIX160,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,32,4
CLIX161,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,0,28,9
CLIX162,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,2031,0,1,32,3
CLIX163,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,22,9
CLIX164,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,1590,0,1,21,7
CLIX165,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,2169,0,0,27,7
CLIX166,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,1,2031,0,1,22,3
CLIX167,0,0,0,0.0,1,2,3,0,2,0,0,1,3.0,0,0.0,0,3254,0,0,30,18
CLIX168,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,2385,0,0,22,4
CLIX169,0,0,0,0.0,1,0,0,0,1,1,0,0,3.0,0,0.0,0,1590,0,1,25,12
CLIX170,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,31,1
CLIX172,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,2169,0,1,19,12
CLIX173,0,0,0,0.0,1,0,3,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,18,14
CLIX174,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,30,9
CLIX175,0,0,0,0.0,1,0,3,0,2,1,0,1,3.0,0,0.0,0,2385,0,1,21,1
CLIX176,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,4674,0,1,30,9
CLIX177,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,31,7
CLIX178,0,0,0,0.0,1,0,1,0,1,0,0,1,3.0,0,0.0,0,2385,0,1,31,6
CLIX179,0,0,0,0.0,1,3,3,0,1,0,0,0,3.0,0,0.0,0,2031,0,0,18,3
CLIX180,0,0,0,0.0,1,3,3,0,1,0,0,0,3.0,0,0.0,0,1590,0,0,32,9
CLIX181,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,0,31,9
CLIX182,0,0,0,0.0,1,2,0,1,2,1,0,1,3.0,0,0.0,0,1590,0,0,18,5
CLIX183,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,3254,0,0,28,7
CLIX184,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,1590,0,1,30,7
CLIX185,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,31,5
CLIX186,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,31,9
CLIX187,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,20,1
CLIX188,0,0,0,0.0,1,0,3,1,1,0,0,1,3.0,0,0.0,0,2385,0,0,18,7
CLIX189,0,0,0,0.0,1,0,3,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,22,18
CLIX190,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,32,9
CLIX191,0,0,0,0.0,0,0,0,0,1,1,0,0,3.0,1,0.0,0,2892,15565,2,62,17
CLIX192,0,0,0,0.0,0,2,0,0,1,1,0,1,2.0,0,0.0,0,2892,0,1,23,12
CLIX193,0,0,0,0.0,0,2,0,0,2,1,0,0,2.0,0,0.0,0,2456,0,2,31,3
CLIX194,0,0,0,0.0,0,3,3,0,1,0,0,0,3.0,0,2.0,0,1376,0,1,30,11
CLIX195,0,0,0,0.0,0,2,0,0,1,1,0,0,3.0,1,0.0,0,2015,13017,1,50,14
CLIX196,0,0,0,0.0,0,2,0,0,1,1,0,0,3.0,0,2.0,0,3850,0,1,31,9
CLIX197,0,0,0,0.0,0,0,3,1,1,0,0,0,3.0,0,0.0,0,1376,0,1,24,6
CLIX198,0,0,0,0.0,0,0,3,0,1,1,0,0,3.0,0,0.0,0,3875,0,2,23,3
CLIX199,0,0,0,0.0,0,2,0,1,1,1,0,1,3.0,0,1.0,0,1376,0,2,19,7
CLIX200,0,0,0,0.0,0,2,0,1,0,0,0,0,3.0,0,0.0,0,920,0,1,23,9
CLIX201,0,0,0,0.0,0,2,3,1,1,1,0,1,2.0,0,0.0,0,2385,0,2,23,7
CLIX202,0,0,0,0.0,0,2,0,1,1,1,0,0,3.0,0,0.0,0,2670,0,1,26,3
CLIX203,0,0,0,0.0,0,3,0,1,1,0,0,0,3.0,0,0.0,0,2031,0,1,18,3
CLIX204,0,0,0,0.0,0,0,0,0,1,1,0,0,3.0,0,0.0,0,3213,0,1,30,12
CLIX205,0,0,0,0.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,31,9
CLIX206,0,0,0,0.0,0,0,0,1,1,0,0,1,3.0,0,0.0,0,2385,0,0,18,7
CLIX207,0,0,0,0.0,0,3,3,0,1,0,0,0,3.0,0,0.0,0,2031,0,1,28,3
CLIX208,0,0,0,0.0,0,3,0,0,1,0,0,0,3.0,0,0.0,0,2031,0,1,19,3
CLIX209,0,0,0,0.0,0,0,3,0,1,0,0,1,3.0,0,0.0,0,2385,0,0,28,14
CLIX210,0,0,0,0.0,0,2,3,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,23,18
CLIX211,0,0,0,0.0,0,0,3,1,1,0,0,0,3.0,0,0.0,0,1590,0,0,26,5
CLIX212,0,0,0,0.0,0,2,2,1,1,1,0,1,3.0,0,0.0,0,2169,0,0,24,7
CLIX213,0,0,0,0.0,0,0,3,0,1,0,0,0,3.0,0,0.0,0,1590,0,1,32,5
CLIX214,0,0,0,0.0,0,2,0,0,1,1,0,1,3.0,0,0.0,0,2169,0,0,22,7
CLIX215,0,0,0,0.0,0,2,0,0,1,1,0,1,3.0,0,0.0,0,1590,0,0,26,9
CLIX216,0,0,0,1.0,1,0,0,1,1,1,0,0,2.0,1,3.0,1,1376,766,1,62,18
CLIX217,0,0,0,1.0,1,0,1,1,1,1,0,0,1.0,1,0.0,0,4720,31641,2,53,1
CLIX218,0,0,0,1.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,2015,0,1,32,7
CLIX219,0,0,0,1.0,1,0,0,1,1,1,0,0,2.0,0,0.0,0,4720,0,2,28,14
CLIX220,0,0,0,1.0,1,2,0,0,1,1,0,0,3.0,1,3.0,1,2777,20066,1,39,9
CLIX221,0,0,0,1.0,1,2,0,1,1,1,0,0,1.0,0,0.0,1,3233,0,2,28,9
CLIX222,0,0,0,1.0,1,1,2,1,1,0,0,0,2.0,0,0.0,0,1590,0,1,29,14
CLIX223,0,0,0,1.0,1,3,3,0,1,0,0,0,3.0,0,0.0,0,2031,0,2,30,3
CLIX224,0,0,0,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,1376,7701,2,43,14
CLIX225,0,0,0,1.0,1,2,0,1,1,1,0,1,2.0,0,0.0,0,4082,0,1,31,7
CLIX226,0,0,0,1.0,1,2,3,1,2,1,0,0,3.0,0,0.0,0,2456,0,1,26,3
CLIX227,0,0,0,1.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,2015,0,2,32,14
CLIX228,0,0,0,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,4720,0,2,20,14
CLIX229,0,0,0,1.0,1,2,3,0,1,1,0,0,2.0,0,0.0,0,4833,0,2,30,3
CLIX230,0,0,0,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,21,17
CLIX231,0,0,0,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,2,21,11
CLIX232,0,0,0,1.0,1,2,3,1,1,0,0,1,1.0,0,0.0,0,2169,0,2,18,14
CLIX233,0,0,0,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,1,22,6
CLIX234,0,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1590,0,1,20,0
CLIX235,0,0,0,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,28,7
CLIX236,0,0,0,1.0,1,2,1,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,29,7
CLIX237,0,0,1,1.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,2169,0,1,25,7
CLIX238,0,0,1,1.0,1,2,3,1,1,1,0,0,2.0,0,0.0,0,3233,0,1,20,14
CLIX239,0,0,1,1.0,1,3,0,0,1,1,0,0,3.0,0,1.0,0,4720,0,2,24,7
CLIX240,0,0,1,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,2594,0,1,31,14
CLIX241,0,0,1,1.0,1,2,0,0,1,1,0,1,2.0,0,1.0,0,1376,0,1,22,14
CLIX242,0,0,1,1.0,1,2,3,1,1,1,0,0,1.0,0,0.0,0,3850,0,1,19,0
CLIX243,0,0,1,1.0,1,0,0,1,1,0,0,1,3.0,0,0.0,0,2385,0,1,24,18
CLIX244,0,0,1,1.0,1,2,3,0,1,1,0,1,3.0,0,0.0,0,1590,0,1,26,14
CLIX245,0,0,1,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2169,0,0,29,9
CLIX246,0,0,1,1.0,1,0,0,1,1,1,0,0,1.0,1,0.0,0,1590,26823,2,55,11
CLIX247,0,0,1,1.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,25,14
CLIX248,0,0,1,1.0,1,3,0,1,1,0,0,1,3.0,0,0.0,0,2385,0,0,30,17
CLIX249,0,0,1,1.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,0,30,7
CLIX250,0,0,1,1.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,2169,0,1,25,18
CLIX251,0,0,1,1.0,1,3,0,1,1,1,0,0,3.0,0,0.0,0,2892,0,1,19,7
