CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad_Cliente,Comunidad
CLIX4856,8,6,1,1.0,1,2,2,1,1,0,0,1,3.0,0,0.0,0,2648,0,1,37,14
CLIX4857,8,6,1,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2648,0,0,45,17
CLIX4858,8,6,1,1.0,1,3,1,1,1,1,0,0,3.0,0,0.0,0,1903,0,0,46,9
CLIX4859,8,6,1,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2648,0,1,27,18
CLIX4860,8,6,1,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2648,0,0,49,14
CLIX4861,8,6,1,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1903,0,1,57,12
CLIX4862,8,6,1,1.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,1903,0,0,34,9
CLIX4863,8,6,1,1.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,1903,0,1,70,16
CLIX4864,8,6,1,1.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2648,0,1,61,0
CLIX4865,8,6,1,1.0,0,3,0,1,1,1,0,0,3.0,1,2.0,0,1098,6707,2,59,1
CLIX4866,8,6,1,1.0,0,3,0,1,0,0,1,0,3.0,1,2.0,0,1098,10031,4,46,0
CLIX4867,8,6,1,1.0,0,0,1,1,1,0,0,0,1.0,1,3.0,1,1829,12730,3,61,7
CLIX4868,8,6,1,1.0,0,2,0,1,1,1,0,0,3.0,1,1.0,0,2727,16925,1,42,0
CLIX4869,8,6,1,1.0,0,2,0,1,1,1,0,0,2.0,1,3.0,1,2915,11645,3,56,14
CLIX4870,8,6,1,1.0,0,0,0,1,1,0,1,0,2.0,1,3.0,1,1829,9144,2,56,14
CLIX4871,8,6,1,1.0,0,0,0,1,1,1,0,0,3.0,1,2.0,1,3571,22952,2,62,14
CLIX4872,8,6,1,1.0,0,0,0,1,1,1,0,0,1.0,1,2.0,0,1829,17643,2,49,7
CLIX4873,8,6,1,1.0,0,2,0,1,1,1,0,1,3.0,1,0.0,0,3571,25541,2,52,7
CLIX4874,8,6,1,1.0,0,1,0,1,1,0,0,0,1.0,0,0.0,0,1829,0,1,22,1
CLIX4875,8,6,1,1.0,0,3,0,0,1,1,0,0,3.0,0,0.0,0,1829,0,1,65,18
CLIX4876,8,6,1,1.0,0,2,0,1,1,0,0,1,3.0,0,0.0,0,2574,0,1,21,1
CLIX4877,8,6,1,1.0,0,3,0,0,1,0,0,0,3.0,0,0.0,0,1829,0,0,37,7
CLIX4878,8,6,1,1.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,1829,0,1,60,16
CLIX4879,8,6,0,2.0,1,0,0,0,1,1,0,0,3.0,1,2.0,0,1829,8602,1,41,7
CLIX4881,8,6,0,2.0,1,0,0,0,1,0,0,0,3.0,0,1.0,0,1829,0,2,22,3
CLIX4882,8,6,0,2.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,1829,10747,2,58,7
CLIX4883,8,6,0,2.0,1,3,0,0,1,0,0,0,3.0,1,0.0,0,1829,8219,2,43,7
CLIX4884,8,6,0,2.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1829,0,1,33,0
CLIX4885,8,6,0,2.0,1,2,0,1,1,1,0,0,2.0,1,0.0,0,4918,9853,2,26,18
CLIX4886,8,6,0,2.0,1,2,3,1,1,1,0,1,3.0,1,2.0,0,1829,11931,2,48,18
CLIX4887,8,6,0,2.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,1829,8593,1,59,14
CLIX4888,8,6,0,2.0,1,3,0,1,1,0,0,0,2.0,1,0.0,0,1829,9800,2,53,17
CLIX4889,8,6,0,2.0,1,1,0,1,1,0,0,0,3.0,0,0.0,0,1829,0,1,61,7
CLIX4890,8,6,0,2.0,1,2,0,1,1,1,0,0,2.0,1,0.0,0,2727,21573,1,51,18
CLIX4891,8,6,0,2.0,1,2,0,1,2,1,0,0,1.0,0,0.0,0,2727,0,2,54,9
CLIX4892,8,6,0,2.0,1,0,0,1,0,1,0,0,1.0,0,0.0,0,3571,0,2,33,7
CLIX4893,8,6,0,2.0,1,3,0,1,1,0,0,0,1.0,0,0.0,0,1829,0,2,46,17
CLIX4894,8,6,0,2.0,1,2,3,1,1,1,0,0,2.0,0,0.0,0,2727,0,1,31,9
CLIX4895,8,6,0,2.0,1,3,0,1,1,0,0,0,1.0,0,0.0,0,1829,0,2,40,7
CLIX4896,8,6,0,2.0,1,2,0,0,1,1,0,1,1.0,0,0.0,0,4689,0,1,21,9
CLIX4897,8,6,0,2.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,1829,0,0,24,0
CLIX4898,8,6,0,2.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,2574,0,1,51,17
CLIX4899,8,6,0,2.0,1,2,3,1,1,0,0,1,3.0,0,0.0,1,2574,0,1,55,14
CLIX4900,8,6,0,2.0,1,2,0,1,2,0,0,1,3.0,0,0.0,0,2574,0,1,37,18
CLIX4901,8,6,0,2.0,1,0,3,1,1,0,0,0,3.0,0,1.0,0,1829,0,1,39,9
CLIX4902,8,6,0,2.0,1,2,0,1,1,1,0,1,3.0,0,0.0,1,3494,0,1,44,9
CLIX4903,8,6,0,2.0,1,2,0,0,1,0,0,1,3.0,0,3.0,1,2574,0,0,27,7
CLIX4904,8,6,0,2.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,1829,0,0,46,14
CLIX4905,8,6,0,2.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,2743,0,0,69,7
CLIX4906,8,6,0,2.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2574,0,0,22,0
CLIX4907,8,6,0,2.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2574,0,0,43,2
CLIX4908,8,6,0,2.0,0,0,0,1,1,0,0,0,3.0,0,3.0,1,751,21967,4,49,2
CLIX4909,8,6,0,2.0,0,0,0,1,1,0,1,0,3.0,1,3.0,1,1098,12320,2,50,7
CLIX4910,8,6,1,1.0,1,0,0,0,1,1,1,0,1.0,1,2.0,0,828,19649,4,56,7
CLIX4911,8,6,1,1.0,1,0,0,1,0,0,1,0,3.0,0,3.0,1,828,22686,3,41,7
CLIX4912,8,6,1,1.0,1,0,0,0,1,1,0,0,0.0,1,3.0,1,0,10925,4,48,18
CLIX4913,8,6,1,1.0,1,0,0,1,1,0,1,0,3.0,1,2.0,0,0,14211,3,58,17
CLIX4914,8,6,1,1.0,1,2,0,0,1,0,0,0,3.0,1,2.0,0,4104,16236,4,59,6
CLIX4915,8,6,1,1.0,1,3,0,1,1,1,0,0,3.0,1,3.0,1,2561,11253,4,42,7
CLIX4916,8,6,1,1.0,1,3,0,1,1,1,0,0,1.0,1,3.0,1,2476,10638,4,43,7
CLIX4917,8,6,1,1.0,1,0,0,1,1,0,0,0,2.0,1,2.0,0,1829,23897,3,61,18
CLIX4918,8,6,1,1.0,1,0,0,1,0,0,0,0,1.0,1,2.0,0,1829,15533,3,60,5
CLIX4919,8,6,1,1.0,1,3,0,0,1,1,0,0,3.0,1,1.0,0,3571,7806,3,59,14
CLIX4920,8,6,1,1.0,1,0,0,1,1,0,0,0,1.0,1,2.0,0,1829,25520,1,39,0
CLIX4921,8,6,1,1.0,1,0,1,1,1,0,0,0,3.0,1,3.0,1,1829,26947,2,53,14
CLIX4922,8,6,1,1.0,1,2,0,1,1,1,0,0,3.0,1,0.0,0,2727,14941,2,52,18
CLIX4923,8,6,1,1.0,1,0,0,1,1,1,0,0,3.0,1,0.0,0,1829,21142,1,45,7
CLIX4924,8,6,1,1.0,1,2,0,1,1,1,0,0,1.0,1,2.0,0,2727,12554,2,55,11
CLIX4925,8,6,1,1.0,0,0,2,1,1,1,1,0,1.0,1,3.0,1,1098,9719,2,39,7
CLIX4926,8,6,1,1.0,0,0,0,0,1,0,0,1,3.0,0,0.0,0,2743,0,0,57,9
CLIX4927,8,6,1,2.0,0,0,0,1,1,0,1,0,3.0,0,3.0,1,751,13483,5,61,7
CLIX4928,8,6,1,2.0,0,0,0,1,1,0,1,0,3.0,0,3.0,1,751,21525,4,58,11
CLIX4929,8,6,1,2.0,0,0,0,0,1,1,0,0,1.0,1,2.0,0,0,4752,4,59,16
CLIX4930,8,6,1,2.0,0,0,0,1,1,1,0,0,3.0,1,3.0,1,0,29176,3,43,15
CLIX4931,8,6,1,2.0,0,0,0,0,1,1,0,0,3.0,1,3.0,1,0,25734,2,54,14
CLIX4932,8,6,1,2.0,0,1,0,1,1,0,1,0,3.0,0,2.0,0,0,16305,4,37,7
CLIX4933,8,6,1,2.0,0,0,0,1,1,0,1,0,3.0,0,2.0,0,1098,19043,3,56,7
CLIX4934,8,6,1,2.0,0,0,0,1,1,0,0,0,3.0,1,3.0,1,2561,11377,4,44,7
CLIX4935,8,6,1,2.0,0,0,0,1,1,0,0,0,3.0,1,3.0,1,1829,15151,2,39,7
CLIX4936,8,6,1,2.0,0,2,0,1,1,1,0,0,2.0,1,2.0,0,2727,17739,2,59,5
CLIX4937,8,6,1,2.0,0,0,0,1,1,0,0,0,3.0,1,1.0,0,1829,19296,2,56,18
CLIX4938,8,6,1,2.0,0,0,0,1,1,0,0,0,1.0,0,2.0,0,1829,0,2,26,9
CLIX4939,8,6,1,2.0,0,2,0,1,1,1,0,0,3.0,1,0.0,0,2727,19671,2,48,7
CLIX4940,8,6,1,2.0,0,2,3,1,1,0,0,1,3.0,0,0.0,0,2574,0,1,47,14
CLIX4941,8,6,1,2.0,0,2,3,0,1,0,0,1,3.0,0,0.0,0,2574,0,0,64,18
CLIX4942,8,6,0,2.0,0,2,0,1,1,1,0,1,3.0,1,0.0,0,3467,25261,1,61,14
CLIX4943,8,6,0,2.0,0,2,2,1,1,0,0,1,3.0,0,0.0,0,2504,0,2,42,7
CLIX4944,8,6,0,2.0,0,0,0,0,1,0,0,0,3.0,0,0.0,0,1759,0,1,30,14
CLIX4945,8,6,0,2.0,0,2,0,1,1,1,0,1,3.0,0,0.0,0,2504,0,1,51,9
CLIX4946,8,6,0,2.0,0,2,0,1,2,0,0,1,3.0,0,0.0,0,2574,0,1,30,9
CLIX4947,8,6,0,2.0,0,0,0,1,1,1,0,0,3.0,0,0.0,0,1829,0,1,31,18
CLIX4948,4,1,0,1.0,1,0,3,1,1,0,0,0,3.0,0,2.0,0,4852,14556,9,54,14
CLIX4950,4,1,0,1.0,1,0,0,0,1,1,0,0,3.0,1,0.0,0,3099,7006,4,56,12
CLIX4952,4,1,0,1.0,1,0,0,1,1,0,1,0,2.0,0,1.0,0,2881,11394,4,37,2
CLIX4953,4,1,0,1.0,1,1,0,0,1,0,1,0,1.0,0,0.0,0,4865,6268,2,31,11
CLIX4954,4,1,0,1.0,1,2,3,1,1,0,0,0,1.0,1,0.0,0,4173,6838,3,38,7
CLIX4955,4,1,0,1.0,1,2,0,1,1,1,0,0,2.0,1,0.0,0,3713,5259,2,53,7
CLIX4956,4,1,0,1.0,1,0,0,1,1,0,0,0,1.0,1,0.0,0,4791,10920,1,56,9
CLIX4957,4,1,0,2.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,1465,0,1,29,18
CLIX4958,4,1,0,2.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,2329,0,0,23,17
CLIX4959,4,1,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1465,0,1,49,14
CLIX4960,10,6,0,2.0,0,0,0,0,1,1,0,0,3.0,1,0.0,1,0,20868,4,39,14
CLIX4961,10,6,0,2.0,0,0,1,1,1,0,0,0,3.0,0,0.0,0,0,13669,4,59,14
CLIX4962,10,6,0,2.0,0,0,0,1,1,0,0,0,3.0,1,0.0,0,0,28960,1,40,14
CLIX4963,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,1.0,0,4545,0,5,25,7
CLIX4964,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,4431,15871,7,54,0
CLIX4965,1,0,1,1.0,1,0,3,1,1,0,0,0,2.0,1,2.0,0,4525,17918,4,54,5
CLIX4966,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,2.0,1,4079,10915,7,41,0
CLIX4967,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,4341,17558,5,65,5
CLIX4968,1,0,1,1.0,1,2,0,1,1,1,0,0,1.0,1,3.0,1,2841,27701,9,61,7
CLIX4969,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,4079,13160,7,48,7
CLIX4970,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,1.0,1,4525,17611,4,45,14
CLIX4971,1,0,1,1.0,1,0,0,1,1,1,0,0,2.0,0,3.0,1,5053,10045,5,55,12
CLIX4972,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,1,4127,8698,5,55,10
CLIX4973,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,2.0,0,3286,19437,7,44,14
CLIX4974,1,0,1,1.0,1,0,3,0,1,1,0,0,1.0,1,3.0,1,5400,12553,8,43,18
CLIX4975,1,0,1,1.0,1,3,0,1,1,0,1,0,3.0,0,1.0,0,5139,8559,4,56,11
CLIX4976,1,0,1,1.0,1,3,0,1,1,0,0,0,2.0,1,2.0,0,5639,20376,4,65,0
CLIX4977,1,0,1,1.0,1,0,3,1,1,1,0,0,1.0,1,3.0,1,764,16482,7,51,7
CLIX4978,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,2662,19782,9,53,7
CLIX4979,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,4121,11287,6,56,5
CLIX4980,1,0,0,1.0,1,2,3,1,1,1,0,0,3.0,1,0.0,0,3667,26950,7,49,13
CLIX4981,1,0,0,1.0,1,3,0,1,1,0,0,0,3.0,1,0.0,1,3391,18145,6,43,14
CLIX4982,1,0,0,1.0,1,3,3,1,1,0,0,0,3.0,0,0.0,0,3976,12989,4,45,7
CLIX4983,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,3575,7267,7,56,14
CLIX4984,1,0,0,1.0,1,0,3,0,1,0,0,0,3.0,1,1.0,0,3667,11900,9,54,0
CLIX4985,1,0,0,1.0,1,3,0,0,1,0,0,0,2.0,1,0.0,1,4225,8347,4,56,0
CLIX4986,1,0,0,1.0,1,0,0,1,1,1,0,0,1.0,1,3.0,1,3996,9684,4,23,12
CLIX4987,1,0,0,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,2329,8348,8,48,18
CLIX4988,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,1233,17326,4,45,6
CLIX4989,1,5,1,1.0,1,0,1,1,1,0,1,0,3.0,0,3.0,1,1713,15536,6,37,18
CLIX4990,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,0,0.0,0,1713,21103,4,58,6
CLIX4991,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,0,0.0,0,1822,15402,7,39,0
CLIX4992,1,5,1,1.0,1,0,0,1,1,1,1,0,2.0,1,0.0,0,5178,22768,4,44,14
CLIX4993,1,5,1,1.0,1,2,3,0,1,1,0,0,3.0,0,0.0,0,1879,24381,4,38,15
CLIX4994,1,5,0,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,1684,15962,7,46,7
CLIX4995,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,1,2261,5842,8,38,7
CLIX4996,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,1233,6972,8,41,14
CLIX4997,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,5910,19626,6,42,17
CLIX4998,1,5,0,1.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,2718,10798,7,52,17
CLIX4999,1,5,0,1.0,1,0,3,1,1,0,0,0,2.0,1,0.0,0,1373,16382,4,42,14
CLIX5000,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,3496,9709,4,44,9
CLIX5001,1,5,0,1.0,1,1,0,0,1,1,0,0,1.0,1,0.0,0,1373,22750,7,45,15
CLIX5002,1,5,0,1.0,1,3,0,0,1,0,0,0,3.0,0,3.0,1,1220,8233,4,62,7
CLIX5003,1,0,1,1.0,1,3,0,0,1,0,0,0,3.0,1,3.0,1,1064,3701,7,52,11
CLIX5004,1,0,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,1588,21510,3,55,18
CLIX5005,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,0.0,0,2324,20383,7,43,3
CLIX5006,1,0,1,1.0,1,3,3,0,2,0,0,0,3.0,1,3.0,1,1713,24911,6,45,0
CLIX5007,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,2324,0,8,68,14
CLIX5008,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,1,1588,15187,6,43,18
CLIX5009,1,0,1,1.0,1,3,0,1,1,0,0,0,3.0,0,3.0,1,2221,19734,7,53,14
CLIX5010,1,0,1,1.0,1,3,3,0,1,0,1,0,2.0,0,0.0,0,2348,8679,4,62,18
CLIX5012,1,0,1,1.0,1,1,3,0,1,0,0,0,3.0,0,0.0,0,3790,14722,3,61,7
CLIX5013,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,2664,21208,7,51,14
CLIX5014,1,0,1,1.0,1,2,3,0,1,0,1,0,1.0,0,0.0,1,4447,12118,6,33,7
CLIX5015,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,0,0.0,0,3343,25007,6,55,9
CLIX5016,1,0,0,1.0,1,3,3,1,1,0,0,0,1.0,0,0.0,0,1525,5592,8,56,5
CLIX5017,1,0,0,1.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,2288,14853,7,48,1
CLIX5018,1,0,0,1.0,1,0,3,0,1,0,0,0,3.0,1,0.0,1,2129,10786,6,53,11
CLIX5019,1,0,0,1.0,1,3,0,1,1,0,0,0,3.0,0,2.0,0,1233,0,4,67,5
CLIX5020,1,0,0,1.0,1,0,3,1,1,0,0,0,2.0,0,0.0,0,1893,8937,6,55,18
CLIX5021,1,0,0,1.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,1525,10862,7,61,2
CLIX5022,1,0,0,1.0,1,0,0,0,0,0,1,0,3.0,0,0.0,0,1684,14828,8,59,0
CLIX5023,1,0,0,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,1525,7046,6,56,9
CLIX5024,1,0,0,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,1684,0,7,60,1
CLIX5025,1,0,0,1.0,1,3,0,1,1,0,1,0,1.0,0,2.0,0,2261,8071,6,42,17
CLIX5026,1,0,0,1.0,1,3,0,1,1,1,0,0,1.0,0,0.0,0,1525,9320,5,62,9
CLIX5027,1,0,0,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,4376,0,6,43,3
CLIX5028,1,0,0,1.0,1,0,0,0,1,1,0,0,2.0,1,0.0,0,4333,30959,0,45,7
CLIX5029,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,3308,8947,2,44,9
CLIX5030,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,0,0.0,0,1233,18281,4,54,0
CLIX5031,1,5,1,1.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,3349,12877,7,59,7
CLIX5032,1,5,0,2.0,1,0,3,0,1,0,1,0,1.0,0,3.0,1,2288,10598,8,59,11
CLIX5033,1,5,0,2.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,1373,14298,4,57,17
CLIX5034,1,5,1,1.0,1,0,3,0,2,1,0,0,3.0,1,3.0,1,2184,9289,5,38,18
CLIX5035,1,5,1,1.0,1,0,0,0,1,0,1,0,3.0,0,2.0,0,2808,27503,4,52,14
CLIX5036,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,4436,8953,3,62,18
CLIX5037,1,0,0,2.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,3784,0,7,29,3
CLIX5038,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,1.0,0,1525,16059,4,66,6
CLIX5039,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,3116,26033,5,46,14
CLIX5040,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,2.0,0,1373,17683,5,47,9
CLIX5041,1,0,1,1.0,1,0,0,1,1,1,0,0,1.0,1,0.0,1,1351,15739,6,39,7
CLIX5042,1,0,0,2.0,1,0,0,0,1,1,1,0,3.0,1,0.0,0,1124,4563,2,52,14
CLIX5043,1,0,1,1.0,1,0,3,0,1,0,1,0,3.0,0,0.0,0,2808,19654,5,53,11
CLIX5044,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,5975,17623,4,48,15
CLIX5045,1,0,1,1.0,1,0,0,0,1,0,1,0,1.0,1,0.0,0,6304,15564,2,43,9
CLIX5046,1,0,0,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,6654,11543,3,62,14
CLIX5047,1,0,0,1.0,1,0,0,1,1,1,1,0,2.0,1,0.0,0,2024,16189,3,57,17
CLIX5048,1,0,0,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,2175,4906,4,48,11
CLIX5049,1,0,0,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,4092,8792,3,51,14
CLIX5050,1,5,1,1.0,1,1,3,1,1,0,0,0,2.0,1,0.0,0,4107,16426,4,33,18
CLIX5051,1,0,0,1.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,2385,9347,2,45,7
CLIX5052,1,0,0,1.0,0,1,0,1,1,0,0,0,3.0,1,3.0,1,1730,3527,4,58,7
CLIX5053,1,0,1,1.0,1,3,0,1,1,0,0,0,1.0,1,2.0,0,3651,6316,2,60,10
CLIX5054,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,1,0.0,0,4867,17920,3,53,7
CLIX5055,1,0,1,1.0,1,0,0,1,1,1,0,0,0.0,1,0.0,1,4867,23175,3,50,7
CLIX5056,1,0,1,1.0,1,0,0,1,1,0,1,0,3.0,1,0.0,0,4867,10411,2,45,14
CLIX5057,1,0,1,1.0,1,2,0,1,1,0,0,0,3.0,1,3.0,1,8597,32128,3,47,14
CLIX5058,1,0,1,1.0,1,2,3,1,1,0,0,0,1.0,0,3.0,1,5732,12942,4,62,6
CLIX5059,1,0,0,1.0,1,0,0,1,1,1,1,0,3.0,1,1.0,0,7126,16335,2,40,11
CLIX5060,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,4199,8713,4,24,3
CLIX5061,1,0,0,1.0,1,3,0,1,1,1,0,0,1.0,0,2.0,1,4140,0,2,38,9
CLIX5062,1,5,0,1.0,1,0,3,0,1,1,0,0,3.0,1,3.0,1,1750,8082,2,53,14
CLIX5063,1,5,0,1.0,1,2,0,1,1,1,0,0,3.0,1,0.0,0,4750,9989,2,66,14
CLIX5064,1,5,0,1.0,1,0,0,0,1,0,0,0,3.0,1,1.0,0,1750,6755,1,52,7
CLIX5065,1,5,0,1.0,1,2,0,0,1,1,0,0,3.0,1,0.0,0,2464,16516,2,46,4
CLIX5066,1,5,0,1.0,0,2,2,1,1,1,0,0,2.0,1,1.0,0,2766,18580,1,62,14
CLIX5067,1,5,0,1.0,0,3,0,0,1,1,0,0,3.0,1,3.0,1,3353,7821,1,50,18
CLIX5068,1,5,0,1.0,0,3,3,1,1,0,0,0,2.0,1,0.0,1,1684,18978,2,48,11
CLIX5069,1,0,0,0.0,1,2,3,0,1,1,0,0,1.0,1,0.0,1,4750,8419,3,56,0
CLIX5070,1,0,0,0.0,1,2,0,1,1,1,0,0,2.0,1,0.0,1,2464,12635,2,45,14
CLIX5071,1,0,0,0.0,1,0,0,1,1,1,0,0,1.0,1,0.0,1,6213,6139,2,39,9
CLIX5072,1,0,0,1.0,1,2,0,1,1,1,0,0,2.0,1,0.0,1,2615,17832,4,39,9
CLIX5073,1,0,0,1.0,1,0,3,1,1,0,0,0,3.0,1,0.0,0,1750,21123,4,51,4
CLIX5074,1,0,0,1.0,1,2,0,0,1,1,0,0,3.0,1,3.0,1,2160,10720,2,57,0
CLIX5075,1,0,0,1.0,1,3,0,1,1,0,1,0,3.0,1,0.0,0,1750,15288,2,61,7
CLIX5076,1,0,0,1.0,1,0,3,1,1,0,0,0,1.0,0,0.0,0,1750,0,2,67,7
CLIX5077,1,0,0,1.0,1,3,2,1,1,0,0,0,1.0,0,0.0,0,2670,0,2,37,9
CLIX5078,1,0,0,1.0,1,2,0,1,1,1,0,0,3.0,1,0.0,0,2464,16141,1,41,7
CLIX5079,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,1,0.0,0,1750,20711,2,53,11
CLIX5080,1,0,0,1.0,1,3,1,1,1,1,0,0,3.0,1,0.0,0,3453,18012,2,61,18
CLIX5081,1,0,0,1.0,1,3,1,1,1,0,0,0,2.0,1,0.0,0,1750,11202,1,39,18
CLIX5082,1,0,0,1.0,1,2,0,1,1,1,0,0,3.0,1,0.0,0,2464,24387,2,42,14
CLIX5083,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,1,1.0,0,2510,19775,2,50,7
CLIX5084,1,5,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,4593,24251,2,37,14
CLIX5085,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,1,2.0,0,2510,17364,2,57,18
CLIX5086,1,5,1,1.0,1,2,0,1,1,1,0,0,3.0,1,3.0,1,3226,21968,3,56,18
CLIX5087,1,5,1,1.0,1,2,0,0,1,1,0,0,3.0,1,3.0,1,3226,25563,1,45,6
CLIX5088,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,1,3.0,1,2738,20113,2,43,14
CLIX5089,1,0,1,1.0,1,2,3,1,1,1,0,0,1.0,1,2.0,0,3375,14763,2,59,4
CLIX5090,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,1,1.0,0,2510,17771,1,57,14
CLIX5091,1,0,1,1.0,1,3,0,0,1,0,0,0,2.0,1,0.0,0,2510,12205,2,39,18
CLIX5092,1,0,1,1.0,1,2,3,1,1,1,0,0,3.0,1,3.0,1,3226,29309,3,43,14
CLIX5093,1,0,1,1.0,1,3,0,0,1,1,0,0,3.0,1,2.0,1,4593,14465,2,45,5
CLIX5094,1,0,1,1.0,1,3,0,0,1,0,0,0,1.0,0,2.0,0,2510,0,2,48,7
CLIX5095,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,4935,12917,2,56,14
CLIX5096,1,0,1,1.0,1,2,0,1,1,1,0,0,1.0,1,0.0,0,4838,41938,2,42,7
CLIX5097,1,0,1,1.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,3594,0,2,46,9
CLIX5098,1,0,1,1.0,1,0,3,0,1,0,0,0,1.0,1,0.0,0,2878,10505,1,50,9
CLIX5099,1,0,1,1.0,1,2,0,1,1,1,0,0,1.0,1,0.0,0,3226,27090,2,58,9
CLIX5100,1,0,1,1.0,1,0,0,0,2,1,0,0,2.0,1,0.0,1,4935,20734,1,47,18
CLIX5101,1,0,1,1.0,1,2,3,0,1,1,0,0,1.0,0,2.0,0,3452,0,2,50,7
CLIX5102,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,1,0.0,0,2510,26005,2,54,6
