CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo,Comunidad
CLI57836,4,1,0,1.0,1,0,3,1,1,1,0,0,2.0,0,0.0,0,185,1465,0,0,0,50,0,19
CLI57838,4,1,0,1.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,181,2329,0,1,1,29,4,9
CLI57842,4,1,0,1.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,172,1465,0,0,1,53,0,7
CLI57879,4,1,0,1.0,1,3,3,1,1,0,0,0,3.0,0,0.0,0,124,1649,0,0,0,21,0,3
CLI57880,4,1,0,1.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,125,2197,0,1,0,40,4,19
CLI57894,5,2,0,2.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,817,4633,5161,1,7,50,7,5
CLI57901,5,2,0,2.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,835,6832,0,1,7,71,8,2
CLI57906,5,2,0,2.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,801,0,3318,0,4,39,0,6
CLI57990,10,6,0,2.0,0,0,0,1,0,0,0,0,3.0,0,0.0,0,202,184,0,0,2,63,0,3
CLI58025,6,4,1,1.0,1,0,0,0,1,0,0,0,3.0,1,0.0,0,948,0,13493,0,9,38,0,3
CLI58034,6,4,1,1.0,1,0,0,1,1,1,0,0,1.0,1,2.0,0,879,2743,18922,0,7,47,0,6
CLI58041,6,4,1,1.0,1,3,0,1,0,0,0,0,3.0,1,0.0,1,835,5382,11999,1,5,43,9,7
CLI5166,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,949,1829,8511,0,4,39,0,6
CLI5167,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,947,2933,0,1,9,39,5,1
CLI5168,1,5,0,1.0,1,0,2,1,1,0,0,0,1.0,0,3.0,1,943,3702,19796,0,9,61,0,15
CLI5202,1,5,0,1.0,1,0,0,0,1,0,0,0,3.0,1,3.0,1,904,3575,21724,1,5,61,9,15
CLI5253,1,0,0,1.0,1,0,3,0,1,0,0,0,1.0,0,0.0,0,923,3073,0,0,7,46,0,14
CLI5304,1,0,0,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,923,4269,10636,0,4,39,0,0
CLI5308,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,1.0,0,947,3665,5185,0,9,41,0,9
CLI5316,1,0,0,1.0,1,0,0,1,1,1,0,0,1.0,1,3.0,1,96,2478,17931,0,8,44,0,19
CLI5318,1,0,0,1.0,1,3,3,1,1,0,0,0,3.0,0,3.0,1,975,0,14160,0,9,55,0,3
CLI5319,1,0,0,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,943,4033,14143,0,9,21,0,6
CLI5326,1,0,0,1.0,1,2,0,1,1,1,0,0,3.0,0,3.0,1,928,4453,11786,0,7,60,0,17
CLI5340,1,0,0,1.0,1,0,0,1,2,0,0,0,3.0,0,2.0,0,929,4545,25676,1,8,49,6,19
CLI5361,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,936,3073,14212,0,9,46,0,15
CLI5378,1,0,0,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,88,2804,24802,1,9,41,9,7
CLI5403,1,0,0,2.0,1,3,3,1,1,1,0,0,3.0,0,0.0,1,956,2160,12745,0,5,45,0,7
CLI5421,1,0,1,1.0,1,3,0,1,1,1,0,0,3.0,1,3.0,1,845,5056,14255,1,8,58,9,15
CLI5436,1,0,1,1.0,1,2,3,1,1,0,0,0,1.0,0,3.0,1,951,3301,7322,0,9,43,0,6
CLI5440,1,0,1,1.0,1,2,3,0,1,0,0,0,3.0,0,3.0,1,934,4177,24920,0,8,56,0,7
CLI5445,1,0,1,1.0,1,0,0,1,1,1,0,0,1.0,0,3.0,1,85,6762,0,0,9,38,0,7
CLI5456,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,887,7339,8938,1,9,35,6,15
CLI5474,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,892,4525,23359,0,8,37,0,0
CLI5502,1,0,1,1.0,1,0,0,1,1,0,1,0,1.0,0,3.0,1,843,4964,5148,0,9,44,0,7
CLI5508,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,832,7336,34454,1,0,60,10,7
CLI5523,1,0,1,1.0,1,0,0,1,2,1,0,0,3.0,1,3.0,1,893,7339,8139,0,5,48,0,9
CLI5534,1,0,1,1.0,1,3,0,1,1,1,0,0,3.0,0,3.0,1,934,5437,22653,1,9,57,7,7
CLI5547,1,0,1,1.0,1,0,3,1,1,1,0,0,2.0,0,0.0,0,943,3665,24803,0,8,56,0,15
CLI5564,1,0,1,1.0,1,0,3,0,2,0,0,0,3.0,0,3.0,1,917,2195,7480,0,7,48,0,18
CLI5590,1,0,1,1.0,1,3,3,0,2,0,0,0,2.0,0,3.0,1,926,2563,11815,0,5,61,0,0
CLI5598,1,0,1,1.0,1,3,0,1,0,0,0,0,3.0,0,3.0,1,959,2662,17391,0,4,44,0,7
CLI5606,1,0,1,1.0,1,0,0,0,2,1,0,0,3.0,1,3.0,1,852,4390,6616,1,8,53,7,7
CLI5610,1,0,1,1.0,1,2,0,0,1,0,0,0,3.0,0,3.0,1,903,4893,10413,1,7,46,9,15
CLI5624,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,943,5227,14032,1,4,39,10,18
CLI5648,1,0,1,1.0,1,0,3,1,1,0,0,0,2.0,0,3.0,1,837,4138,18797,0,5,44,0,15
CLI5653,1,0,1,1.0,1,2,3,1,1,0,0,0,3.0,1,3.0,1,871,4888,31875,0,4,42,0,15
CLI5662,1,0,1,1.0,1,0,3,1,1,0,0,0,2.0,0,3.0,1,837,4138,27067,0,5,48,0,15
CLI5705,1,0,1,1.0,1,3,0,0,1,0,0,0,1.0,1,3.0,1,86,5047,20722,0,9,38,0,12
CLI5707,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,1,0.0,1,901,732,26714,0,4,38,0,19
CLI5736,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,821,4431,25198,0,7,48,0,19
CLI5756,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,835,4138,11085,0,4,46,0,15
CLI5757,1,0,1,1.0,1,0,3,0,1,1,0,0,3.0,0,3.0,1,844,5321,7812,0,9,44,0,6
CLI5795,1,0,1,1.0,1,0,3,0,1,1,0,0,3.0,1,2.0,0,973,4063,28728,1,8,53,6,7
CLI5817,1,0,1,1.0,1,0,0,0,1,0,0,0,1.0,0,3.0,1,956,2248,0,0,5,24,0,9
CLI5857,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,959,1144,24671,0,7,42,0,7
CLI5863,1,0,1,1.0,1,3,0,1,1,1,0,0,2.0,0,1.0,0,968,2156,0,0,7,56,0,7
CLI5892,1,0,1,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,874,4311,9130,0,5,50,0,15
CLI5898,1,0,1,1.0,1,0,0,1,0,0,0,0,2.0,0,3.0,1,956,0,20799,0,4,46,0,3
CLI5905,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,935,5639,33707,1,5,45,8,7
CLI5933,1,0,1,1.0,1,3,2,1,1,0,0,0,3.0,0,3.0,1,954,1144,13565,0,7,58,0,7
CLI5937,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,1.0,1,964,2708,10624,0,5,54,0,7
CLI5954,1,0,1,1.0,1,3,3,1,1,0,0,0,1.0,0,3.0,1,936,3391,9687,0,4,25,0,19
CLI5957,1,0,1,1.0,1,0,3,0,1,0,0,0,2.0,1,3.0,1,933,3759,20493,0,8,46,0,15
CLI5983,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,0,3.0,1,843,3220,19809,0,6,39,0,18
CLI5999,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,946,1498,11066,0,5,57,0,18
CLI6018,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,964,2708,11260,0,8,39,0,7
CLI6023,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,1,1.0,0,931,2736,22631,0,7,58,0,11
CLI6055,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,1,2.0,1,939,3759,10349,0,5,58,0,15
CLI6080,1,0,1,1.0,1,3,3,1,1,0,0,0,1.0,0,3.0,1,845,5126,0,0,5,67,0,12
CLI6114,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,943,3378,8023,0,4,38,0,7
CLI6119,1,0,1,1.0,1,3,0,1,1,0,0,0,1.0,0,1.0,0,901,3299,16158,0,9,59,0,0
CLI6120,1,0,1,1.0,1,3,0,1,1,1,0,0,2.0,1,3.0,1,964,2340,22878,0,9,54,0,15
CLI6145,1,0,1,1.0,1,0,3,1,1,1,0,0,3.0,1,1.0,0,964,2708,17691,0,9,59,0,7
CLI6151,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,953,3925,33452,0,10,39,0,19
CLI6171,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,0,2.0,0,845,5049,20251,0,7,40,0,15
CLI6187,1,0,1,1.0,1,0,3,0,1,0,0,0,1.0,0,3.0,1,91,3299,0,0,9,36,0,6
CLI6219,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,2.0,0,86,3378,11481,0,7,52,0,9
CLI6226,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,951,1144,14122,1,5,45,6,7
CLI6232,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,1,2.0,0,853,5664,12318,1,9,56,10,9
CLI6242,1,0,1,1.0,1,0,0,1,1,1,0,0,1.0,1,3.0,1,934,2287,24658,0,9,37,0,6
CLI6248,1,0,1,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,926,3759,28394,0,4,52,0,7
CLI6266,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,934,6467,11335,1,7,45,10,0
CLI6284,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,878,6185,19653,0,4,57,0,6
CLI6302,1,0,1,1.0,1,3,0,1,1,1,0,0,1.0,1,2.0,0,945,3378,16726,0,4,57,0,7
CLI6338,1,0,1,1.0,1,3,3,1,1,1,1,0,3.0,0,2.0,0,857,6872,14176,0,9,54,0,12
CLI6346,1,0,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,843,5126,10730,0,4,47,0,4
CLI6347,1,0,1,1.0,1,3,0,0,2,0,0,0,3.0,0,3.0,1,851,3299,7995,0,6,51,0,0
CLI6404,1,0,1,1.0,1,2,3,1,1,0,0,0,3.0,0,1.0,0,937,1868,25784,1,8,51,9,16
CLI6417,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,936,3353,32558,1,9,61,6,15
CLI6431,1,0,1,1.0,1,3,3,1,1,0,0,0,1.0,1,2.0,1,892,2307,21444,0,7,54,0,12
CLI6461,1,0,1,1.0,1,3,3,1,1,1,1,0,3.0,0,3.0,1,86,3299,20201,0,6,61,0,12
CLI6462,1,0,1,1.0,1,0,3,0,1,0,0,0,1.0,1,2.0,0,852,5658,17016,0,5,52,0,16
CLI6475,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,2.0,0,867,3115,23723,0,5,46,0,19
CLI6484,1,0,1,1.0,1,3,3,0,1,0,0,0,1.0,1,3.0,1,86,3115,9533,0,8,38,0,19
CLI6525,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,2.0,0,871,4311,17952,0,7,51,0,4
CLI6585,1,0,1,1.0,1,2,3,1,1,1,0,0,3.0,0,2.0,1,926,4181,22707,1,8,43,10,12
CLI6620,1,0,1,1.0,1,3,3,1,1,0,0,0,2.0,0,2.0,0,851,6946,15532,0,7,43,0,0
CLI6622,1,0,1,1.0,1,0,2,1,1,0,1,0,3.0,0,3.0,1,893,2307,12896,1,4,48,6,15
CLI6635,1,0,1,1.0,1,0,3,1,1,1,0,0,3.0,1,2.0,1,856,5658,27227,0,4,61,0,9
CLI6638,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,0,3.0,1,851,5658,22018,0,7,57,0,11
CLI6640,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,852,5664,21849,0,5,52,0,9
CLI6643,1,0,1,1.0,1,0,0,0,1,1,0,0,1.0,1,3.0,1,887,1754,16866,0,7,46,0,19
CLI6647,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,85,8487,37764,1,9,42,6,15
CLI6679,1,0,1,1.0,1,0,0,0,1,0,1,0,3.0,0,3.0,1,88,3146,18984,0,5,51,0,7
CLI6685,1,0,1,1.0,1,0,0,1,1,1,0,0,2.0,0,3.0,1,86,5360,12842,1,9,57,9,7
CLI6697,1,0,1,1.0,1,0,0,1,1,1,0,0,1.0,0,3.0,1,884,3146,15764,0,5,59,0,13
CLI6702,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,852,3373,8970,0,6,45,0,15
CLI6703,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,86,3757,12367,0,9,47,0,0
CLI6713,1,0,1,1.0,1,0,0,0,1,0,0,0,1.0,0,3.0,1,911,764,17302,0,9,49,0,6
CLI6733,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,0,2.0,0,86,3115,29046,0,4,50,0,15
CLI6736,1,0,1,1.0,1,2,3,0,1,1,0,0,3.0,0,2.0,0,892,2307,15281,1,8,56,7,9
CLI6740,1,0,1,1.0,1,3,3,1,1,1,1,0,1.0,0,3.0,1,852,9205,16583,1,4,52,9,12
CLI6743,1,0,1,1.0,1,0,3,1,2,1,0,0,1.0,1,3.0,1,86,4949,30221,0,4,61,0,12
CLI6756,1,0,1,1.0,1,0,0,1,1,1,1,0,1.0,0,3.0,1,86,5647,12955,0,7,44,0,13
CLI6757,1,0,1,1.0,1,0,0,1,1,1,0,0,1.0,0,2.0,0,843,5428,20545,0,7,45,0,19
CLI6765,1,0,1,1.0,1,3,3,1,1,0,0,0,3.0,0,1.0,0,86,3299,13474,1,7,58,8,6
CLI6771,1,0,1,1.0,1,0,3,0,1,0,1,0,1.0,0,3.0,1,843,7334,12996,0,9,56,0,19
CLI6782,1,0,1,1.0,1,0,3,1,1,1,0,0,2.0,1,3.0,1,876,2962,20545,0,6,39,0,17
CLI6785,1,0,1,1.0,1,0,0,1,1,0,0,0,0.0,1,3.0,1,885,2307,10882,0,8,55,0,7
CLI6838,1,0,0,1.0,1,0,3,0,1,0,0,0,2.0,1,0.0,0,912,3575,15691,0,8,47,0,15
CLI6852,1,0,0,1.0,1,0,3,1,1,0,0,0,1.0,0,0.0,0,947,3209,14194,0,7,37,0,16
CLI6855,1,0,0,1.0,1,0,3,1,1,0,0,0,1.0,1,0.0,0,937,3299,11819,0,5,50,0,19
CLI6863,1,0,0,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,973,1098,4846,0,9,49,0,5
CLI6870,1,0,0,1.0,1,0,3,0,1,0,0,0,1.0,0,3.0,1,91,3391,13121,0,6,52,0,2
CLI6884,1,0,0,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,903,3207,13864,0,7,54,0,9
CLI6886,1,0,0,1.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,971,2110,0,0,7,27,0,7
CLI6896,1,0,0,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,96,2478,6560,0,5,50,0,13
CLI6920,1,0,0,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,929,0,33104,1,13,38,2,3
CLI6932,1,0,0,1.0,1,0,0,1,2,0,0,0,3.0,0,0.0,0,964,1098,0,0,4,65,0,0
CLI6962,1,0,0,1.0,1,2,3,0,2,0,0,0,1.0,1,0.0,0,967,1742,23140,0,7,58,0,12
CLI6964,1,0,0,1.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,929,6329,11036,0,4,66,0,15
CLI6990,1,0,0,1.0,1,3,3,1,1,0,0,0,2.0,0,0.0,0,954,2570,0,0,6,70,0,15
CLI7012,1,0,0,1.0,1,0,0,1,1,1,0,0,3.0,1,0.0,1,948,3301,3449,0,4,40,0,18
CLI7027,1,0,0,1.0,1,0,0,1,2,0,0,0,2.0,0,3.0,1,973,1098,14328,0,4,48,0,15
CLI7037,1,0,0,1.0,1,3,3,0,1,1,0,0,1.0,1,0.0,0,885,2195,13930,0,8,43,0,0
CLI7048,1,0,0,1.0,1,0,0,1,1,1,0,0,1.0,0,0.0,0,962,1098,13574,0,9,42,0,17
CLI7080,1,0,0,1.0,1,2,0,1,2,1,0,0,2.0,0,0.0,0,971,1829,29693,0,9,55,0,15
CLI7097,1,0,0,1.0,1,0,1,1,1,0,0,0,3.0,0,0.0,0,922,3207,18206,0,7,46,0,9
CLI7126,1,0,0,1.0,1,2,0,0,2,0,0,0,2.0,0,0.0,0,927,3700,19963,0,7,37,0,1
CLI7127,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,1,0.0,0,944,3301,4493,1,7,47,6,19
CLI7128,1,0,0,1.0,1,3,0,1,1,0,0,0,1.0,0,2.0,0,926,3700,0,0,6,36,0,4
CLI7131,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,935,2195,14593,0,4,50,0,7
CLI7161,1,0,0,1.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,956,1098,19755,0,4,26,0,7
CLI7162,1,0,0,1.0,1,3,3,1,1,1,0,0,1.0,1,0.0,0,943,3209,22076,0,6,45,0,9
CLI7202,1,0,0,1.0,1,0,3,0,1,0,0,0,1.0,0,0.0,0,894,2195,9132,0,7,45,0,19
CLI7219,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,1,0.0,0,923,3575,7782,1,8,48,7,15
CLI7253,1,0,0,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,94,3667,13250,0,6,54,0,19
CLI7374,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,818,2747,9430,0,6,45,0,7
CLI7398,1,0,0,1.0,1,3,3,0,1,0,0,0,2.0,0,3.0,1,91,732,0,0,5,55,0,7
CLI7442,1,0,0,1.0,1,0,3,0,2,0,0,0,3.0,0,1.0,0,863,4543,10200,1,4,52,8,18
CLI7453,1,0,0,1.0,1,3,0,1,1,0,0,0,1.0,0,2.0,1,88,2329,10957,0,7,50,0,12
CLI7470,1,0,0,1.0,1,2,0,0,1,0,0,0,1.0,0,0.0,0,885,2256,9925,0,7,60,0,12
CLI7473,1,0,0,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,843,2293,4758,0,5,43,0,9
CLI7481,1,0,0,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,818,2747,13166,0,7,62,0,9
CLI7508,1,0,0,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,887,2256,6683,0,4,57,0,0
CLI7557,1,0,0,1.0,0,0,0,0,1,1,0,0,3.0,0,3.0,1,935,2204,5018,1,7,41,5,7
CLI7561,1,0,0,1.0,0,0,0,0,1,0,0,0,2.0,0,3.0,1,945,1836,8972,0,9,43,0,1
CLI7577,1,5,1,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,835,1064,19286,0,7,42,0,11
CLI7603,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,1,0.0,1,798,1588,5617,0,7,42,0,6
CLI7612,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,8,2324,0,0,7,71,0,5
CLI7613,1,5,1,1.0,1,0,3,1,2,0,0,0,1.0,1,0.0,0,793,1588,9079,0,6,22,0,19
CLI7632,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,835,1064,16009,0,7,21,0,2
CLI7633,1,5,1,1.0,1,3,3,1,1,1,0,0,3.0,0,3.0,1,797,1588,0,1,6,54,3,7
CLI7673,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,828,1233,15166,0,6,45,0,19
CLI7690,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,793,3210,12606,0,7,43,0,7
CLI7722,1,5,1,1.0,1,0,0,1,1,0,1,0,1.0,0,3.0,1,795,2324,16622,0,7,52,0,15
CLI7742,1,5,1,1.0,1,0,1,1,1,0,0,0,2.0,0,0.0,0,804,1713,16006,0,4,52,0,7
CLI7743,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,1,3.0,1,809,1713,10160,0,8,24,0,0
CLI7758,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,779,1588,12520,1,7,47,6,19
CLI7763,1,5,1,1.0,1,3,0,1,1,0,1,0,3.0,0,0.0,0,796,2324,14120,0,7,56,0,12
CLI7789,1,5,1,1.0,1,0,0,0,1,0,1,0,3.0,0,3.0,1,772,2221,7921,1,3,23,5,12
CLI7796,1,5,1,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,778,1588,10121,1,3,58,5,15
CLI7809,1,5,1,1.0,1,3,0,1,1,0,1,0,1.0,0,0.0,0,745,1428,12638,0,5,47,0,12
CLI7833,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,2.0,0,713,1800,6803,0,6,41,0,9
CLI7860,1,5,1,1.0,1,0,0,0,1,1,0,0,3.0,1,0.0,0,755,2970,14707,1,3,54,7,7
CLI7875,1,5,1,1.0,1,3,0,0,1,0,0,0,1.0,0,3.0,1,76,2532,15111,0,7,47,0,7
CLI7883,1,5,1,1.0,1,0,3,1,1,1,0,0,1.0,1,0.0,1,751,2142,36272,0,2,38,0,0
CLI7904,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,0.0,0,753,1428,12302,0,7,40,0,12
CLI7909,1,5,1,1.0,1,3,0,0,1,0,1,0,3.0,0,1.0,0,76,2164,23691,0,5,37,0,18
CLI7916,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,738,1428,7081,0,7,55,0,2
CLI7929,1,5,1,1.0,1,3,0,1,1,0,1,0,1.0,0,3.0,1,76,1428,19028,0,6,24,0,0
CLI7938,1,5,1,1.0,1,0,1,1,1,0,0,0,3.0,1,0.0,1,741,2142,33927,1,4,60,4,15
CLI7956,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,73,1270,18038,1,4,40,6,15
CLI7961,1,5,1,1.0,1,1,1,0,2,0,0,0,1.0,1,0.0,0,693,3238,8194,0,7,51,0,7
CLI7992,1,5,1,1.0,1,0,3,1,1,0,1,0,3.0,0,0.0,0,705,2821,15141,0,7,46,0,6
CLI8008,1,5,1,1.0,1,0,3,1,1,0,1,0,3.0,0,0.0,0,718,2352,12779,1,4,39,6,12
CLI8027,1,5,1,1.0,1,0,3,0,1,0,0,0,2.0,1,0.0,0,72,2304,19035,0,6,44,0,15
CLI8042,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,1,0.0,1,718,3527,40087,1,2,54,6,5
CLI8082,1,5,1,1.0,1,0,3,1,1,1,1,0,3.0,1,3.0,1,643,2418,28297,0,4,52,0,19
CLI8098,1,5,1,1.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,679,2876,0,1,3,63,4,7
CLI8151,1,5,1,1.0,1,0,0,1,1,0,1,0,2.0,0,0.0,0,618,3728,19901,0,4,36,0,7
CLI8178,1,5,0,1.0,1,0,0,0,1,0,1,0,1.0,0,3.0,1,835,1021,12153,0,7,42,0,19
CLI8180,1,5,0,1.0,1,0,0,0,1,1,0,0,1.0,0,0.0,0,801,1684,21192,0,7,48,0,16
CLI8206,1,5,0,1.0,1,0,0,0,1,0,1,0,3.0,0,3.0,1,797,2261,17929,0,8,37,0,5
CLI8233,1,5,0,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,809,1684,0,0,4,66,0,19
CLI8240,1,5,0,1.0,1,3,0,1,1,0,0,0,2.0,0,0.0,0,832,1233,2623,0,7,49,0,12
CLI8253,1,5,0,1.0,1,0,3,1,1,0,0,0,2.0,0,0.0,0,794,1525,6417,0,4,56,0,13
CLI8260,1,5,0,1.0,1,3,3,1,1,0,0,0,3.0,0,2.0,0,817,2140,5999,1,4,48,5,11
CLI8263,1,5,0,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,1,81,0,12367,0,5,61,0,2
CLI8285,1,5,0,1.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,797,3116,11232,1,4,45,7,1
CLI8300,1,5,0,1.0,1,3,0,0,1,0,0,0,3.0,1,0.0,0,814,1684,12792,0,7,44,0,7
CLI8310,1,5,0,1.0,1,3,0,0,1,0,0,0,3.0,1,0.0,0,776,2629,5616,1,4,49,5,17
CLI8366,1,5,0,1.0,1,3,0,1,1,0,0,0,1.0,1,0.0,0,785,2261,7161,0,7,43,0,18
CLI8395,1,5,0,1.0,1,2,0,1,1,0,0,0,3.0,0,3.0,1,751,1338,12654,0,6,61,0,1
CLI8406,1,5,0,1.0,1,0,0,1,1,0,1,0,2.0,0,0.0,0,761,2109,15821,0,6,62,0,15
CLI8415,1,5,0,1.0,1,0,1,1,1,0,0,0,3.0,1,0.0,0,662,3272,22137,1,4,60,9,15
CLI8443,1,5,0,1.0,1,3,0,1,1,1,1,0,3.0,0,0.0,1,749,1373,7124,1,7,46,4,15
CLI8451,1,5,0,1.0,1,0,3,1,1,0,0,0,3.0,0,0.0,0,726,1772,23705,1,7,62,8,15
CLI8460,1,5,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,743,1373,10302,0,4,50,0,19
CLI8470,1,5,0,1.0,1,3,0,1,1,0,0,0,3.0,1,0.0,0,76,2109,21464,0,3,47,0,18
CLI8478,1,5,0,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,1,753,1373,12305,0,4,47,0,15
CLI8479,1,5,0,1.0,1,0,0,1,0,0,0,0,2.0,0,0.0,0,733,1220,10774,0,5,48,0,6
CLI8519,1,5,0,1.0,1,1,0,1,1,0,0,0,2.0,1,0.0,0,693,3163,10118,0,7,47,0,19
CLI8537,1,5,0,1.0,1,0,0,1,1,0,1,0,2.0,0,0.0,0,635,4164,9929,0,3,53,0,15
CLI8538,1,5,0,1.0,1,0,0,1,1,0,1,0,2.0,0,0.0,0,635,4164,9929,0,3,52,0,15
CLI8567,1,5,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,684,1351,21477,0,5,45,0,0
CLI8571,1,5,0,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,667,5735,17691,1,7,61,6,7
CLI8576,1,5,0,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,737,1373,3860,0,7,62,0,19
CLI8586,1,5,0,1.0,1,0,3,1,1,0,1,0,3.0,0,0.0,0,743,1373,12241,1,5,45,5,16
CLI8593,1,5,0,1.0,1,0,1,0,1,0,0,0,2.0,1,0.0,1,643,4164,9666,0,5,45,0,19
CLI8616,1,5,0,1.0,1,0,0,1,1,0,0,0,2.0,1,2.0,0,718,2304,10893,0,3,42,0,15
CLI8619,1,5,0,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,1,628,3980,14305,0,4,52,0,3
CLI8634,1,5,0,1.0,1,3,0,0,2,0,1,0,1.0,0,3.0,1,651,3456,19608,0,3,40,0,12
