CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo,Comunidad
CLI4327,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,837,3115,16194,0,5,62,0,19
CLI4328,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,1.0,0,86,3115,8188,0,9,58,0,19
CLI4329,1,5,1,1.0,1,3,3,0,2,0,0,0,2.0,0,2.0,0,776,2458,7552,0,6,50,0,1
CLI4330,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,842,5501,27921,1,9,46,8,15
CLI4331,1,5,1,1.0,1,0,3,0,1,0,0,0,0.0,1,2.0,0,845,3373,21819,0,4,60,0,18
CLI4332,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,0,3.0,1,835,3299,20433,0,8,56,0,12
CLI4333,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,822,4259,43257,1,10,60,7,15
CLI4334,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,1,3.0,1,843,4949,32230,1,8,62,7,12
CLI4335,1,5,1,1.0,1,0,3,0,1,0,0,0,1.0,1,2.0,0,845,3299,14799,0,7,58,0,6
CLI4336,1,5,1,1.0,1,3,3,1,2,0,0,0,3.0,0,3.0,1,835,3115,17827,1,8,38,8,15
CLI4337,1,5,1,1.0,1,0,3,1,2,0,0,0,1.0,0,2.0,1,831,2839,25803,0,4,37,0,4
CLI4338,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,0,3.0,1,837,3220,7743,0,5,21,0,7
CLI4339,1,5,1,1.0,1,0,0,1,2,0,0,0,2.0,0,2.0,1,826,2918,24553,0,4,51,0,17
CLI4340,1,5,1,1.0,1,0,0,0,1,0,0,0,3.0,1,2.0,1,85,2287,20813,0,6,39,0,15
CLI4341,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,2.0,1,835,3220,13545,0,6,21,0,15
CLI4342,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,2.0,0,837,4830,35858,1,4,42,7,15
CLI4343,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,0,3.0,1,835,3220,8689,1,8,43,7,5
CLI4344,1,5,1,1.0,1,3,0,0,1,0,0,0,1.0,0,3.0,1,843,5967,22204,0,4,38,0,12
CLI4345,1,5,1,1.0,1,0,0,1,0,0,0,0,1.0,1,3.0,1,845,3373,22561,0,7,40,0,12
CLI4346,1,5,1,1.0,1,0,0,0,1,0,0,0,0.0,0,2.0,1,872,3299,0,0,7,23,0,6
CLI4347,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,843,3299,13908,0,6,58,0,15
CLI4348,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,835,3220,24350,0,7,42,0,7
CLI4349,1,5,1,1.0,1,3,0,1,1,1,0,0,1.0,1,3.0,1,851,5658,23952,0,8,48,0,12
CLI4350,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,851,5658,10408,0,8,41,0,19
CLI4351,1,5,1,1.0,1,0,3,1,2,1,1,0,3.0,1,3.0,1,843,3220,14363,0,6,59,0,0
CLI4352,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,862,5647,5077,0,7,42,0,5
CLI4353,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,1,3.0,1,879,3146,16192,0,4,59,0,16
CLI4354,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,1,3.0,1,828,3549,34716,1,1,60,6,6
CLI4355,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,0,3.0,1,839,3220,14060,0,9,59,0,9
CLI4356,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,836,3220,13103,0,7,37,0,15
CLI4357,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,0,3.0,1,867,3115,11765,0,7,40,0,19
CLI4358,1,5,1,1.0,1,0,0,1,2,0,0,0,1.0,1,3.0,1,857,3299,19770,0,4,44,0,18
CLI4359,1,5,1,1.0,1,2,3,0,1,0,0,0,1.0,1,3.0,1,851,8487,42075,1,2,49,6,12
CLI4360,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,872,3299,8281,0,8,59,0,6
CLI4361,1,5,1,1.0,1,3,0,1,1,1,0,0,3.0,1,3.0,1,876,2778,12683,0,4,38,0,0
CLI4362,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,843,3299,17740,0,4,52,0,12
CLI4363,1,5,1,1.0,1,0,0,1,1,1,1,0,3.0,0,2.0,0,876,3146,9205,0,7,44,0,2
CLI4364,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,1,2.0,0,844,4259,13729,1,9,42,9,11
CLI4365,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,835,3220,10025,0,4,62,0,19
CLI4366,1,5,1,1.0,1,0,3,1,1,0,1,0,3.0,0,3.0,1,843,5428,11784,1,5,50,9,19
CLI4367,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,86,3115,13129,0,4,61,0,19
CLI4368,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,862,3115,2989,0,6,22,0,16
CLI4369,1,5,1,1.0,1,3,0,0,2,0,1,0,1.0,0,2.0,0,86,3115,17051,0,5,40,0,16
CLI4370,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,1,2.0,0,844,3299,5783,0,5,59,0,19
CLI4371,1,5,1,1.0,1,0,0,0,1,0,1,0,3.0,0,2.0,0,835,2747,8638,1,5,70,6,6
CLI4372,1,5,1,1.0,1,0,0,1,2,0,0,0,2.0,0,2.0,0,841,3220,6578,0,7,49,0,5
CLI4373,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,812,2839,25984,0,4,37,0,19
CLI4374,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,843,3115,6904,0,7,57,0,7
CLI4375,1,5,1,1.0,1,3,2,0,2,0,0,0,2.0,1,3.0,1,843,3220,8187,0,7,43,0,19
CLI4376,1,5,1,1.0,1,3,3,1,1,1,0,0,1.0,0,0.0,0,843,4942,10454,0,6,62,0,19
CLI4377,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,1,3.0,1,841,5428,16661,0,8,42,0,19
CLI4378,1,5,1,1.0,1,2,0,0,1,0,0,0,2.0,0,3.0,1,971,2423,10951,0,6,46,0,15
CLI4379,1,5,1,1.0,1,0,3,0,1,1,0,0,2.0,1,0.0,1,951,2616,16496,0,5,56,0,19
CLI4380,1,5,1,1.0,1,0,0,0,2,0,0,0,2.0,0,0.0,0,968,1144,20262,0,6,43,0,15
CLI4381,1,5,1,1.0,1,2,0,1,1,0,0,0,3.0,0,3.0,1,969,1906,16994,1,8,38,7,15
CLI4382,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,3.0,1,968,2545,0,1,9,23,4,15
CLI4383,1,5,1,1.0,1,0,0,1,2,0,0,0,2.0,0,3.0,1,965,1144,0,0,9,41,0,15
CLI4384,1,5,1,1.0,1,2,0,1,1,0,0,0,3.0,0,2.0,0,967,1906,0,1,9,31,3,15
CLI4386,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,3.0,1,952,2616,23505,0,9,62,0,15
CLI4387,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,1,2.0,0,926,2736,14072,0,7,40,0,19
CLI4388,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,1,3.0,1,954,1496,19088,0,7,49,0,1
CLI4389,1,5,1,1.0,1,3,3,0,1,1,0,0,2.0,1,3.0,1,936,3840,25198,0,7,39,0,0
CLI4390,1,5,1,1.0,1,3,0,1,0,0,0,0,1.0,1,2.0,0,929,2287,6047,0,6,59,0,19
CLI4391,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,971,3787,11215,1,5,58,8,9
CLI4392,1,5,1,1.0,1,2,0,1,1,1,0,0,3.0,1,3.0,1,967,5324,14587,1,9,50,10,6
CLI4393,1,5,1,1.0,1,0,3,1,1,1,0,0,3.0,1,2.0,0,97,2156,15569,1,7,55,7,5
CLI4394,1,5,1,1.0,1,2,0,1,1,0,0,0,1.0,1,2.0,1,948,3378,8149,0,9,62,0,5
CLI4395,1,5,1,1.0,1,0,0,1,2,0,0,0,3.0,0,1.0,0,92,2287,18635,0,5,61,0,18
CLI4396,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,868,3373,28293,0,4,59,0,7
CLI4397,1,5,1,1.0,1,0,0,0,1,0,0,0,3.0,1,3.0,1,959,1144,22059,0,6,56,0,19
CLI4398,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,1,0.0,0,975,1788,26832,0,5,55,0,19
CLI4399,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,954,0,0,0,5,40,0,3
CLI4400,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,3.0,1,969,1788,9127,0,6,42,0,18
CLI4401,1,5,1,1.0,1,0,0,0,2,0,0,0,3.0,0,2.0,0,889,4061,14496,0,6,41,0,5
CLI4402,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,959,1144,19735,0,4,56,0,19
CLI4403,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,0,1.0,0,945,0,24371,0,6,45,0,3
CLI4405,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,943,5757,9364,0,7,46,0,7
CLI4406,1,5,1,1.0,1,2,0,1,1,1,0,0,1.0,0,3.0,1,971,2127,11755,0,4,45,0,2
CLI4407,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,919,2287,4874,0,7,37,0,14
CLI4408,1,5,1,1.0,1,0,0,0,2,1,0,0,3.0,0,2.0,0,964,4615,12834,1,9,59,9,2
CLI4409,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,973,1144,13872,0,8,40,0,9
CLI4410,1,5,1,1.0,1,0,3,0,1,0,0,0,2.0,0,2.0,1,97,1972,18803,0,6,41,0,6
CLI4411,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,1,1.0,0,943,3378,22017,0,9,43,0,19
CLI4412,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,934,2287,22286,0,5,53,0,7
CLI4413,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,1,2.0,0,952,1144,9886,0,6,46,0,0
CLI4414,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,0,3.0,1,963,4615,9874,0,8,47,0,12
CLI4415,1,5,1,1.0,1,2,3,1,1,1,0,0,1.0,0,0.0,1,969,5205,14363,1,6,54,10,0
CLI4416,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,1,3.0,1,968,1717,35192,1,3,60,4,19
CLI4417,1,5,1,1.0,1,0,1,0,0,1,0,0,2.0,1,3.0,1,952,1144,20471,0,6,58,0,9
CLI4419,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,877,3371,22907,0,7,54,0,9
CLI4420,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,1,3.0,1,928,2655,8221,0,7,38,0,0
CLI4421,1,5,1,1.0,1,0,2,0,1,0,0,0,1.0,0,3.0,1,929,3759,14730,0,8,45,0,1
CLI4422,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,973,1972,13477,1,5,57,6,7
CLI4423,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,2.0,0,968,1365,14311,0,10,62,0,16
CLI4424,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,972,1788,4633,0,9,45,0,16
CLI4425,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,934,3759,23604,0,6,41,0,7
CLI4426,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,1,2.0,0,967,1788,12255,1,5,47,6,15
CLI4427,1,5,1,1.0,1,0,0,1,1,1,0,0,3.0,1,1.0,1,908,3667,21609,1,6,42,10,6
CLI4429,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,2.0,1,931,5087,38189,0,7,61,0,1
CLI4430,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,1,2.0,1,883,6047,32035,1,4,60,8,9
CLI4431,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,2.0,0,891,4061,3511,0,4,41,0,15
CLI4432,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,851,5658,9418,1,6,53,9,15
CLI4433,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,967,2156,13540,0,8,58,0,7
CLI4434,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,904,0,0,0,4,31,0,3
CLI4435,1,5,1,1.0,1,3,0,0,1,0,0,0,3.0,1,3.0,1,975,1144,28048,1,9,50,8,19
CLI4436,1,5,1,1.0,1,2,3,1,0,0,0,0,2.0,0,3.0,1,911,5777,0,1,8,64,7,0
CLI4437,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,2.0,0,972,1972,0,0,10,35,0,0
CLI4438,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,961,2000,21704,0,7,39,0,9
CLI4439,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,851,8418,801,0,4,61,0,19
CLI4440,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,1.0,0,885,4061,14692,0,4,54,0,13
CLI4441,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,908,3299,5902,0,9,47,0,12
CLI4442,1,5,1,1.0,1,0,3,0,1,1,0,0,2.0,0,3.0,1,933,3667,19115,0,4,37,0,16
CLI4443,1,5,1,1.0,1,2,3,0,1,0,0,0,2.0,0,1.0,1,947,3286,22792,0,5,47,0,15
CLI4444,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,2.0,0,971,2683,41361,1,9,48,5,6
CLI4445,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,1.0,0,929,0,25178,0,9,53,0,16
CLI4446,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,1.0,0,966,1144,13080,0,7,42,0,0
CLI4447,1,5,1,1.0,1,0,3,1,1,1,0,0,0.0,0,3.0,1,854,5584,7562,0,6,53,0,17
CLI4448,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,1.0,0,885,3371,18376,0,7,45,0,6
CLI4449,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,954,1535,14575,0,5,50,0,1
CLI4450,1,5,1,1.0,1,3,3,1,1,0,0,0,1.0,0,3.0,1,86,8399,14151,1,6,44,8,13
CLI4451,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,1.0,0,851,3373,14192,0,9,54,0,4
CLI4452,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,875,4127,28938,0,7,40,0,18
CLI4453,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,967,0,24465,0,8,43,0,3
CLI4454,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,0,3.0,1,845,0,10915,0,7,46,0,18
CLI4455,1,5,1,1.0,1,0,3,0,2,0,0,0,1.0,0,3.0,1,887,3877,12722,0,5,51,0,18
CLI4456,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,876,5056,30720,1,0,52,7,15
CLI4457,1,5,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,952,2248,21588,1,7,67,8,7
CLI4458,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,0,3.0,1,961,2340,18258,0,4,59,0,6
CLI4459,1,5,1,1.0,1,3,0,1,1,1,0,0,3.0,1,3.0,1,964,1604,27476,0,9,59,0,19
CLI4460,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,962,4891,10927,1,9,47,9,6
CLI4461,1,5,1,1.0,1,0,3,0,1,0,0,0,2.0,0,2.0,0,912,3667,17671,0,7,42,0,6
CLI4462,1,5,1,1.0,1,0,1,1,1,0,0,0,3.0,0,2.0,0,903,2287,16859,1,7,59,7,9
CLI4463,1,5,1,1.0,1,3,0,0,1,0,0,0,1.0,0,3.0,1,836,9089,12894,1,7,51,8,12
CLI4464,1,5,1,1.0,1,0,3,0,2,0,0,0,3.0,1,3.0,1,967,1365,25442,0,10,55,0,16
CLI4465,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,917,3299,0,0,6,35,0,9
CLI4466,1,5,1,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,949,3378,17057,0,8,51,0,19
CLI4467,1,5,1,1.0,1,3,3,0,1,0,0,0,2.0,0,3.0,1,92,2287,0,0,5,42,0,15
CLI4468,1,5,1,1.0,1,0,3,0,1,0,0,0,1.0,1,3.0,1,926,3759,27905,0,5,50,0,6
CLI4469,1,5,1,1.0,1,0,2,1,1,0,0,0,3.0,0,2.0,0,899,3049,5170,0,4,41,0,9
CLI4470,1,5,1,1.0,1,0,0,0,1,1,0,0,2.0,1,2.0,0,964,2524,5181,0,8,55,0,19
CLI4471,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,959,2340,6908,1,8,39,5,5
CLI4472,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,951,2616,18112,1,8,58,8,5
CLI4473,1,5,1,1.0,1,0,1,0,1,0,0,0,3.0,1,0.0,0,933,3759,15895,1,6,50,9,7
CLI4474,1,5,1,1.0,1,0,3,0,1,0,0,0,1.0,1,3.0,1,926,3391,11461,0,9,50,0,19
CLI4475,1,5,1,1.0,1,0,0,0,1,1,0,0,1.0,1,1.0,0,934,3759,20140,0,5,39,0,7
CLI4476,1,5,1,1.0,1,0,3,1,1,1,0,0,3.0,1,3.0,1,96,2708,11015,0,6,48,0,7
CLI4477,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,0,3.0,1,96,1144,12469,0,7,49,0,6
CLI4478,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,0,3.0,1,929,3759,25435,1,7,57,10,6
CLI4480,1,5,1,1.0,1,3,0,1,1,0,0,0,1.0,0,3.0,1,922,2747,11301,0,7,47,0,12
CLI4481,1,5,1,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,951,1144,20920,0,9,51,0,6
CLI4482,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,2.0,0,832,2839,11017,0,4,48,0,7
CLI4483,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,927,3391,13957,0,9,67,0,1
CLI4484,1,5,1,1.0,1,0,0,0,1,1,0,0,2.0,1,3.0,1,959,2340,18384,0,7,37,0,19
CLI4485,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,965,1144,13802,0,9,46,0,9
CLI4486,1,5,1,1.0,1,0,3,0,1,0,0,0,3.0,0,2.0,0,968,1365,25014,0,9,54,0,0
CLI4487,1,5,1,1.0,1,2,0,0,1,1,0,0,3.0,0,3.0,1,952,2616,10876,0,5,37,0,12
CLI4488,1,5,1,1.0,1,3,3,1,1,0,0,0,2.0,1,2.0,0,968,1144,27571,0,5,55,0,19
CLI4489,1,5,1,1.0,1,3,0,0,1,1,0,0,3.0,1,3.0,1,886,6919,15739,1,8,42,7,12
CLI4490,1,5,1,1.0,1,0,0,0,1,1,0,0,1.0,1,3.0,1,966,1717,41132,0,9,54,0,5
CLI4491,1,5,1,1.0,1,0,0,1,1,1,0,0,1.0,0,3.0,1,918,4259,21070,0,7,53,0,18
CLI4492,1,5,1,1.0,1,3,0,0,1,1,0,0,3.0,0,3.0,1,835,6450,10283,1,4,40,10,12
CLI4493,1,5,1,1.0,1,0,3,0,1,0,0,0,1.0,1,0.0,0,878,3371,18149,0,7,52,0,1
CLI4494,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,952,1144,14754,1,9,54,6,0
CLI4495,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,947,3010,21864,0,7,49,0,19
CLI4496,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,3.0,1,971,1788,3678,0,7,50,0,7
CLI4497,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,0,2.0,1,925,4259,21578,0,5,53,0,6
CLI4498,1,5,1,1.0,1,3,0,1,1,1,0,0,3.0,0,3.0,1,969,2959,34535,1,13,43,5,5
CLI4499,1,5,1,1.0,1,3,0,1,1,1,0,0,2.0,1,3.0,1,927,0,13992,0,9,57,0,3
CLI4500,1,5,1,1.0,1,0,0,0,1,0,0,0,3.0,1,3.0,1,944,4515,33983,1,0,37,7,1
CLI4501,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,946,3010,15571,0,6,39,0,19
CLI4502,1,5,1,1.0,1,0,0,1,2,1,0,0,1.0,0,3.0,1,876,3755,8229,0,9,50,0,9
CLI4503,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,1.0,1,972,1144,17597,0,9,70,0,6
CLI4504,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,1,1.0,0,917,3667,22332,1,7,58,10,15
CLI4505,1,5,1,1.0,1,0,3,1,1,1,0,0,0.0,0,1.0,1,918,3667,24851,0,7,62,0,7
CLI4506,1,5,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,96,2708,19529,1,6,46,8,1
CLI4507,1,5,1,1.0,1,0,3,0,2,0,0,0,3.0,0,3.0,1,937,5915,18597,1,9,37,6,15
CLI4508,1,5,1,1.0,1,0,1,0,1,0,0,0,3.0,0,3.0,1,973,2156,18048,0,4,52,0,0
CLI4509,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,1,3.0,1,928,3667,18832,0,7,48,0,0
CLI4510,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,2.0,0,843,3299,11405,0,5,45,0,18
CLI4511,1,5,1,1.0,1,3,0,1,1,0,0,0,2.0,0,3.0,1,939,2287,12858,0,5,46,0,6
CLI4512,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,1,2.0,0,944,5067,31110,1,12,53,7,15
CLI4513,1,5,1,1.0,1,2,0,0,2,1,0,0,1.0,1,3.0,1,926,6329,18817,1,4,55,7,9
CLI4514,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,94,3851,0,0,5,42,0,4
CLI4515,1,5,1,1.0,1,3,3,1,1,0,0,0,1.0,0,2.0,0,961,2340,16110,0,9,44,0,6
CLI4516,1,5,1,1.0,1,3,3,1,1,0,0,0,2.0,1,3.0,1,952,1144,15614,0,6,60,0,0
CLI4517,1,5,1,1.0,1,3,3,1,1,0,0,0,2.0,1,3.0,1,959,1717,37262,1,7,39,4,19
CLI4518,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,967,1972,9190,0,9,55,0,12
CLI4519,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,1,3.0,1,96,2524,7759,0,9,48,0,19
CLI4520,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,1,2.0,0,867,4127,8670,0,7,49,0,19
CLI4521,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,941,3759,24095,0,9,47,0,7
CLI4522,1,5,1,1.0,1,3,3,1,1,0,0,0,2.0,1,3.0,1,911,4259,9239,1,7,39,8,7
CLI4523,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,9,3049,21077,0,6,48,0,7
CLI4524,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,1,3.0,1,926,2287,13016,0,6,42,0,15
CLI4525,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,0,3.0,1,935,0,11587,0,4,62,0,3
CLI4527,1,5,1,1.0,1,0,2,0,1,0,0,0,3.0,1,0.0,0,918,3667,14124,1,4,22,8,5
CLI4528,1,5,1,1.0,1,2,3,1,1,0,0,0,1.0,1,0.0,0,964,1144,9506,0,9,45,0,0
CLI4529,1,5,1,1.0,1,3,3,1,1,0,0,0,3.0,1,3.0,1,935,2287,9195,1,9,45,6,0
CLI4530,1,5,1,1.0,1,3,3,1,1,0,0,0,1.0,1,3.0,1,973,2156,8556,0,9,62,0,12
CLI4531,1,5,1,1.0,1,2,1,1,1,0,0,0,2.0,1,3.0,1,967,1717,39824,1,2,55,4,15
CLI4532,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,973,1144,16511,0,9,64,0,15
CLI4533,1,5,1,1.0,1,2,3,1,1,1,0,0,2.0,1,1.0,1,972,1144,20516,0,9,38,0,15
CLI4534,1,5,1,1.0,1,0,3,0,1,0,0,0,1.0,0,3.0,1,955,1535,17189,0,9,58,0,15
CLI4535,1,5,1,1.0,1,3,0,0,1,0,0,0,1.0,1,3.0,1,876,3571,10813,0,6,52,0,9
CLI4536,1,5,1,1.0,1,3,0,0,1,0,0,0,2.0,1,3.0,1,96,2708,21830,0,7,49,0,12
CLI4537,1,5,1,1.0,1,2,3,1,1,0,0,0,3.0,0,2.0,0,968,2550,19415,0,9,30,0,16
CLI4538,1,5,1,1.0,1,3,3,1,1,0,0,0,2.0,0,3.0,1,949,1380,0,0,8,56,0,7
CLI4539,1,5,1,1.0,1,3,0,1,1,0,0,0,3.0,1,3.0,1,954,2616,28935,0,7,40,0,15
CLI4540,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,956,1144,17329,0,9,61,0,15
CLI4541,1,5,1,1.0,1,0,2,1,1,0,0,0,2.0,0,1.0,0,956,1144,21349,0,7,41,0,0
CLI4542,1,5,1,1.0,1,3,1,1,1,0,0,0,2.0,1,0.0,0,844,6762,21787,0,9,55,0,7
CLI4543,1,5,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,901,3667,16552,0,4,39,0,15
CLI4544,1,5,1,1.0,1,3,0,1,1,1,0,0,1.0,1,1.0,0,91,3299,11374,0,7,43,0,0
CLI4545,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,0,3.0,1,951,2616,13149,0,8,47,0,15
CLI4546,1,5,1,1.0,1,3,0,0,1,0,0,0,1.0,1,0.0,0,97,1144,22120,0,8,46,0,6
CLI4547,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,951,2616,11828,0,7,35,0,19
CLI4548,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,1,2.0,1,972,2460,19118,0,5,43,0,19
CLI4549,1,5,1,1.0,1,3,3,0,1,0,0,0,3.0,0,3.0,1,959,1144,0,0,9,38,0,0
CLI4550,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,918,2287,20339,0,9,48,0,18
CLI4551,1,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,931,3759,0,0,7,69,0,19
CLI4552,1,5,1,1.0,1,0,3,1,1,0,0,0,1.0,0,3.0,1,959,2708,23090,0,8,49,0,12
CLI4553,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,1,1.0,1,952,1144,19230,0,9,45,0,6
CLI4554,1,5,1,1.0,1,0,0,1,1,1,0,0,2.0,1,1.0,0,959,3012,11651,0,7,40,0,19
CLI4555,1,5,1,1.0,1,0,3,0,1,0,0,0,1.0,1,3.0,1,83,2839,3839,0,4,51,0,11
