CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIX6239;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;1144;20570;9;61
CLIX6240;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia grave;SI;3667;15890;4;54
CLIX6241;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Burgos;SI;NO;NO;Alto;SI;Averia leve;SI;2144;12075;6;47
CLIX6242;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Alava;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5139;9408;9;25
CLIX6243;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Pontevedra;SI;SI;NO;Alto;NO DATA;Averia muy grave;SI;5126;16626;4;56
CLIX6244;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia grave;SI;4030;12322;6;53
CLIX6245;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;2602;28018;7;38
CLIX6246;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;3220;15228;5;49
CLIX6247;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;NA;NO DATA;Averia muy grave;SI;3220;23451;8;48
CLIX6248;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3301;11624;8;43
CLIX6249;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;NO;NA;SI;No;NO;3575;5900;4;50
CLIX6250;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;NA;SI;Averia leve;NO;0;13451;4;54
CLIX6251;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Medio;SI;Averia grave;NO;1472;7054;7;61
CLIX6252;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia leve;NO;1829;17373;7;41
CLIX6253;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;2477;0;5;59
CLIX6254;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Huelva;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2145;6084;5;38
CLIX6255;B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;SI;No;NO;1064;24800;9;39
CLIX6256;B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1713;5937;4;59
CLIX6257;B;TIPO6;FUEL 2;Media;M;Contado;OTROS;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1713;16949;7;60
CLIX6258;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Sevilla;SI;SI;NO;Alto;NO DATA;No;NO;1516;14794;7;50
CLIX6259;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;Alto;SI;No;NO;1428;12927;7;49
CLIX6260;B;TIPO6;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;SI;No;NO;1428;11979;7;61
CLIX6261;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Huelva;NO;NO;NO;Alto;NO DATA;Averia leve;NO;1404;17614;5;38
CLIX6262;B;TIPO6;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Huelva;NO;NO;NO;Alto;SI;Averia muy grave;SI;3415;23323;5;46
CLIX6263;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Salamanca;NO;SI;NO;Medio-Bajo;NO DATA;No;SI;4447;17056;3;44
CLIX6264;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Burgos;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2107;13473;3;42
CLIX6265;B;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;1233;3550;4;51
CLIX6266;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;SI;NO;Medio;NO DATA;No;NO;1684;6007;7;39
CLIX6267;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Funcionario;Barcelona;SI;NO;NO;Alto;SI;No;NO;1772;3434;4;53
CLIX6268;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Murcia;NO;SI;NO;Alto;NO DATA;No;NO;1373;12241;6;58
CLIX6269;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;Alto;NO DATA;Averia grave;SI;1588;15213;7;53
CLIX6270;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Funcionario;Valladolid;NO;NO;NO;Alto;NO DATA;No;NO;2382;12972;7;54
CLIX6271;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Teruel;NO;NO;NO;Medio-Bajo;SI;No;NO;1588;18583;8;56
CLIX6272;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Malaga;NO;NO;NO;Medio;NO DATA;No;NO;3141;23339;5;51
CLIX6273;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1588;10741;4;61
CLIX6274;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Guipuzcua;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2180;20955;6;58
CLIX6275;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1588;13074;4;52
CLIX6276;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Leon;NO;NO;NO;Alto;NO DATA;No;SI;1428;12450;5;59
CLIX6277;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Malaga;NO;NO;NO;Otros;SI;No;NO;3238;16737;3;58
CLIX6278;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Lerida;NO;NO;NO;Medio-Bajo;SI;No;NO;1270;25502;4;59
CLIX6279;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;3244;5468;7;48
CLIX6280;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;SI;1021;5377;4;61
CLIX6281;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;1387;9872;8;45
CLIX6282;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Zamora;NO;NO;NO;NA;NO DATA;No;NO;1525;17492;6;40
CLIX6283;B;TIPO1;FUEL 1;Media;M;Otros;EN PAREJA;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;No;NO;3325;18828;8;59
CLIX6284;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;No;NO;4526;13753;4;60
CLIX6285;B;TIPO6;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Caceres;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1373;12652;6;42
CLIX6286;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cordoba;NO;NO;NO;Alto;NO DATA;Averia grave;NO;1684;20297;7;57
CLIX6287;B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Autonomo;Pontevedra;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;1373;0;6;55
CLIX6288;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;3432;12015;3;44
CLIX6289;B;TIPO1;FUEL 2;Alta;M;Otros;CASADO;F;Empresa;Barcelona;SI;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2134;13503;7;38
CLIX6290;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Palencia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1525;22373;5;41
CLIX6291;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1373;22207;4;60
CLIX6292;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;1124;21044;3;59
CLIX6293;B;TIPO1;FUEL 2;Media;M;Financiera Banco;CASADO;M;Funcionario;Malaga;SI;SI;NO;Medio-Bajo;NO DATA;Averia grave;SI;1737;24421;4;47
CLIX6294;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Pontevedra;NO;NO;NO;NA;NO DATA;Averia grave;NO;2024;13051;2;46
CLIX6295;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2026;32842;6;48
CLIX6296;B;TIPO1;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2258;13723;4;60
CLIX6297;B;TIPO1;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio;SI;No;NO;1603;6793;4;62
CLIX6298;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;F;Empresa;Burgos;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;1525;9481;6;29
CLIX6299;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Huelva;NO;NO;NO;NA;SI;Averia muy grave;SI;1685;19728;4;56
CLIX6300;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;Alto;NO DATA;No;NO;2514;10617;4;48
CLIX6301;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Funcionario;Granada;SI;NO;NO;Medio-Bajo;SI;No;NO;1860;12596;3;58
CLIX6302;B;TIPO1;FUEL 1;Media;M;Financiera Banco;SOLTERO;M;Empresa;Murcia;NO;NO;NO;NA;NO DATA;No;NO;4092;0;4;32
CLIX6303;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Murcia;SI;NO;NO;NA;SI;No;NO;2024;10966;4;60
CLIX6304;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Lugo;NO;NO;NO;Alto;SI;Averia muy grave;SI;4122;10056;3;35
CLIX6305;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;NA;SI;No;NO;3884;9691;3;57
CLIX6306;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Huelva;NO;NO;NO;Medio;SI;No;SI;0;12196;4;61
CLIX6307;B;TIPO6;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Almeria;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2699;5271;4;56
CLIX6308;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;5926;44943;0;39
CLIX6309;B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Lacoruna;NO;SI;NO;Medio;NO DATA;No;NO;4212;18105;4;55
CLIX6310;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Lerida;NO;SI;NO;Medio-Bajo;NO DATA;No;NO;5491;18886;4;59
CLIX6311;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Salamanca;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4867;13944;2;59
CLIX6312;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;4877;13570;4;50
CLIX6313;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;4877;12327;2;44
CLIX6314;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;La Rioja;NO;SI;NO;Alto;SI;No;NO;3952;14644;3;40
CLIX6315;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;SI;No;NO;5548;19405;3;38
CLIX6316;B;TIPO1;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;SI;No;SI;4199;9909;5;46
CLIX6317;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;3513;15606;4;58
CLIX6318;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Almeria;SI;NO;NO;NA;SI;No;NO;4683;9952;2;39
CLIX6319;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Funcionario;Las Palmas;NO;NO;NO;Alto;SI;No;NO;5548;9409;2;53
CLIX6320;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Almeria;SI;NO;NO;Medio-Bajo;SI;No;NO;1750;10383;1;46
CLIX6321;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Valencia;NO;NO;NO;Alto;SI;Averia muy grave;SI;2625;32092;1;58
CLIX6322;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2464;14384;2;60
CLIX6323;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;NO;Medio;SI;Averia muy grave;SI;2615;10699;2;54
CLIX6324;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;2615;13206;2;60
CLIX6325;B;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Guipuzcua;SI;NO;NO;Alto;NO DATA;No;NO;3453;0;2;50
CLIX6326;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;SI;No;NO;2464;12680;1;52
CLIX6327;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio-Bajo;SI;No;NO;1750;19129;4;38
CLIX6328;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;No;NO;4750;13018;2;62
CLIX6329;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;SI;No;SI;2615;11935;3;55
CLIX6330;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;F;Empresa;Navarra;SI;NO;NO;Alto;SI;No;NO;4750;21390;2;56
CLIX6331;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;NO;Alto;SI;No;SI;4750;10894;3;58
CLIX6332;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1750;0;2;66
CLIX6333;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;No;NO;1750;12696;2;62
CLIX6334;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Guipuzcua;NO;NO;NO;Medio-Bajo;SI;No;NO;2625;43746;0;38
CLIX6335;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;3453;12576;2;59
CLIX6336;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Pontevedra;NO;SI;NO;Alto;SI;No;NO;1750;7163;2;55
CLIX6337;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;1750;11999;1;67
CLIX6338;B;TIPO1;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Jaen;SI;NO;NO;Medio;SI;Averia muy grave;SI;2548;13785;2;41
CLIX6339;B;TIPO1;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio;SI;No;NO;1684;19526;2;51
CLIX6340;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;La Rioja;NO;NO;NO;NA;SI;Averia grave;NO;2510;14831;4;41
CLIX6341;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;3226;12729;2;56
CLIX6342;B;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Leon;NO;NO;NO;Alto;SI;Averia muy grave;SI;2510;15539;2;42
CLIX6343;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;4002;0;1;28
CLIX6344;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valladolid;SI;NO;NO;Medio;SI;Averia grave;NO;4111;13261;2;43
CLIX6345;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;4593;29543;4;43
CLIX6346;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Medio;SI;Averia grave;NO;5066;29026;2;61
CLIX6347;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;4593;15337;2;59
CLIX6348;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Otros;SI;Averia leve;NO;2510;8123;2;45
CLIX6349;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;3226;15435;1;41
CLIX6350;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Funcionario;Madrid;SI;NO;NO;Alto;SI;Averia grave;NO;5666;21462;2;40
CLIX6351;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;NO;Alto;SI;No;NO;6594;20832;1;52
CLIX6352;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2510;14496;2;48
CLIX6353;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Gerona;SI;NO;NO;Alto;SI;No;SI;2878;15286;1;41
CLIX6354;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;SI;Averia leve;NO;2738;29153;1;56
CLIX6355;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;No;NO;2738;0;2;67
CLIX6356;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2510;0;2;27
CLIX6357;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2510;0;2;22
CLIX6358;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Vizcaya;NO;NO;NO;NA;NO DATA;No;SI;3422;0;1;56
CLIX6359;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Segovia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2510;0;2;39
CLIX6360;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;2510;0;0;27
CLIX6361;B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;3651;0;0;49
CLIX6362;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Malaga;SI;NO;NO;NA;NO DATA;No;NO;2434;0;0;52
CLIX6363;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;3954;0;0;44
CLIX6364;B;TIPO1;FUEL 2;Media;A;Financiera Marca;SOLTERO;F;Empresa;Avila;NO;NO;SI;NA;NO DATA;No;NO;4718;0;0;71
CLIX6365;C;TIPO4;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2593;13758;4;57
CLIX6366;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Avila;NO;NO;NO;Medio;SI;No;NO;2409;9687;7;46
CLIX6367;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Ciudad Real;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;7709;7572;9;57
CLIX6368;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;F;Autonomo;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5704;5939;4;49
CLIX6369;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Lugo;NO;NO;NO;Otros;NO DATA;Averia leve;NO;2392;8495;7;43
CLIX6370;C;TIPO4;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;SI;5997;13088;5;46
CLIX6371;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;SI;3115;13442;8;41
CLIX6372;C;TIPO4;FUEL 2;Media;M;Contado;;;Empresa;Cantabria;SI;NO;NO;Medio-Bajo;SI;Averia grave;SI;5360;27002;8;43
CLIX6373;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3531;22971;6;62
CLIX6374;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Teruel;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3115;10820;7;52
CLIX6375;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;NO;NO;NA;SI;Averia muy grave;SI;2942;15870;9;50
CLIX6376;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Otros;SI;Averia muy grave;SI;2931;20492;8;51
CLIX6377;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;3115;9716;4;56
CLIX6378;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2532;24986;4;45
CLIX6379;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;SI;NO;Alto;NO DATA;Averia muy grave;SI;3599;22560;7;48
CLIX6380;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;SI;NO;Alto;NO DATA;No;NO;3540;11778;5;39
CLIX6381;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Medio;SI;Averia grave;NO;2013;6248;5;59
CLIX6382;C;TIPO4;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Alava;NO;NO;NO;Medio;SI;Averia grave;NO;4390;12796;5;42
CLIX6383;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Lugo;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;2392;24523;5;50
CLIX6384;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cantabria;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1742;26244;6;53
CLIX6385;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;4112;9344;4;55
CLIX6386;C;TIPO4;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia leve;SI;2484;0;8;50
CLIX6387;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Asturias;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1472;16713;9;43
CLIX6388;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2282;18225;7;55
CLIX6389;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Burgos;SI;NO;NO;Alto;SI;Averia muy grave;SI;3272;14975;9;53
CLIX6390;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2282;25035;8;38
CLIX6391;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Medio;NO DATA;Averia grave;SI;2869;14747;9;37
CLIX6392;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;SI;No;NO;3358;6886;4;54
CLIX6393;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;SI;5818;31904;9;55
CLIX6394;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2013;12999;7;54
CLIX6395;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Vizcaya;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2013;23277;4;25
CLIX6396;C;TIPO4;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Pontevedra;SI;SI;NO;NA;NO DATA;No;NO;6072;14020;7;55
CLIX6397;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2381;0;7;37
