CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIX1;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Medio;NO DATA;No;NO;2892;0;1;20
CLIX2;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Alto;SI;Averia leve;NO;2892;17967;1;55
CLIX3;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Toledo;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1376;0;1;18
CLIX4;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Alto;SI;No;NO;2594;6219;1;37
CLIX5;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1376;0;1;21
CLIX6;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Zaragoza;SI;NO;NO;Alto;SI;Averia muy grave;SI;2594;2281;2;23
CLIX7;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;4720;15105;1;49
CLIX8;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Tarragona;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;2594;0;2;26
CLIX9;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;2169;0;2;27
CLIX10;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;SI;2594;0;1;30
CLIX11;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Guadalajara;SI;NO;NO;Medio;SI;Averia muy grave;SI;5677;22231;1;26
CLIX12;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Alto;SI;No;NO;3233;7998;2;29
CLIX13;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Alicante;SI;NO;NO;Medio;NO DATA;Averia grave;NO;2594;0;1;23
CLIX14;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;NO;5677;4186;2;58
CLIX15;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Funcionario;Leon;NO;NO;NO;Alto;SI;No;NO;2594;6207;2;60
CLIX16;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;4720;6124;2;37
CLIX17;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;No;NO;3850;6580;1;18
CLIX18;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Malaga;NO;NO;NO;Medio;SI;Averia grave;SI;1376;9646;1;50
CLIX19;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Gerona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3850;0;2;18
CLIX20;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Baleares;SI;NO;NO;Medio;NO DATA;Averia grave;NO;3213;0;1;20
CLIX21;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Alto;SI;Averia leve;NO;2015;10132;2;42
CLIX22;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1376;0;0;26
CLIX23;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;2169;0;1;25
CLIX24;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3850;0;2;21
CLIX25;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2228;0;0;28
CLIX26;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Baleares;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2015;0;1;23
CLIX27;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;Averia leve;NO;1590;0;1;31
CLIX28;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;Averia leve;NO;2169;0;0;26
CLIX29;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;1560;0;1;19
CLIX30;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Funcionario;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;2892;0;2;28
CLIX31;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Ciudad Real;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2208;0;2;32
CLIX32;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1376;0;2;29
CLIX33;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Granada;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;22
CLIX34;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Alava;NO;NO;SI;NA;NO DATA;Averia muy grave;SI;2169;0;0;23
CLIX35;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;28
CLIX36;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;NO DATA;Averia grave;NO;1818;0;2;29
CLIX37;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Asturias;SI;NO;SI;Alto;SI;Averia muy grave;SI;1376;6048;2;37
CLIX38;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Burgos;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;28
CLIX39;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Autonomo;Orense;NO;NO;NO;Alto;NO DATA;Averia leve;NO;1590;0;1;20
CLIX40;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2228;0;0;23
CLIX41;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2228;0;2;32
CLIX42;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;Averia muy grave;SI;1376;22275;1;52
CLIX43;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;1376;10867;2;55
CLIX44;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Ciudad Real;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2015;0;2;20
CLIX45;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Autonomo;Castellon;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1590;0;2;19
CLIX46;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;Averia muy grave;SI;1376;28763;2;57
CLIX47;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;NA;NO DATA;Averia muy grave;SI;1590;0;0;20
CLIX48;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia leve;NO;1376;9466;2;39
CLIX49;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Tarragona;SI;NO;NO;Alto;SI;Averia grave;NO;1376;21182;2;58
CLIX50;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Alava;NO;NO;NO;NA;SI;Averia grave;NO;2064;34332;1;43
CLIX51;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1590;0;2;31
CLIX52;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;4513;0;2;22
CLIX53;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Sevilla;SI;NO;SI;NA;NO DATA;Averia muy grave;SI;1590;0;1;30
CLIX54;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;2015;0;2;28
CLIX55;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Castellon;NO;NO;NO;NA;NO DATA;No;NO;3097;0;1;19
CLIX56;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;1590;0;1;20
CLIX57;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;Alto;NO DATA;No;NO;1376;0;2;30
CLIX58;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Castellon;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2228;0;1;19
CLIX59;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;20
CLIX60;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Tarragona;NO;NO;SI;NA;NO DATA;Averia leve;NO;2169;0;1;31
CLIX61;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;NO DATA;No;NO;2594;0;2;24
CLIX62;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2611;0;2;27
CLIX63;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;29
CLIX64;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2015;0;1;27
CLIX65;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;19
CLIX66;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;1376;17618;1;37
CLIX67;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Tarragona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;3213;0;1;32
CLIX68;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2169;0;1;21
CLIX69;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3213;0;1;32
CLIX70;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Lacoruna;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;26
CLIX71;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1590;0;1;23
CLIX72;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;M;Funcionario;Almeria;SI;NO;NO;Medio-Bajo;SI;No;NO;3850;12563;1;61
CLIX73;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Lerida;SI;NO;NO;Medio-Bajo;SI;No;NO;2892;14386;1;38
CLIX74;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;2670;0;0;22
CLIX75;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;4720;0;2;32
CLIX76;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2015;0;2;18
CLIX77;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Alava;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1376;0;1;26
CLIX78;A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;F;Empresa;Valencia;NO;NO;NO;Medio;NO DATA;No;NO;2594;0;1;25
CLIX79;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1590;0;1;21
CLIX80;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1376;0;1;25
CLIX81;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Alto;NO DATA;No;NO;2594;0;1;28
CLIX82;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;26
CLIX83;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1590;0;1;23
CLIX84;A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1376;0;1;22
CLIX85;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Alto;NO DATA;No;NO;2015;0;2;30
CLIX86;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1376;0;1;21
CLIX87;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1376;0;1;21
CLIX88;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Sevilla;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2015;0;1;20
CLIX89;A;TIPO1;FUEL 1;Baja;M;Contado;OTROS;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;4720;0;1;30
CLIX90;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;3213;0;2;20
CLIX91;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Burgos;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;21
CLIX92;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;2456;0;1;32
CLIX93;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Tarragona;SI;NO;SI;NA;NO DATA;No;NO;2169;0;1;24
CLIX94;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Malaga;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;26
CLIX95;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;No;NO;1903;0;1;26
CLIX96;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia leve;NO;4720;0;1;19
CLIX97;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2228;28396;1;44
CLIX98;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2611;0;1;31
CLIX99;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;2670;0;1;25
CLIX100;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Lugo;NO;NO;NO;Alto;NO DATA;No;NO;2594;0;0;30
CLIX101;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;1590;0;1;25
CLIX102;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1590;0;1;18
CLIX103;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;SI;Medio;NO DATA;No;NO;2385;0;2;30
CLIX104;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4170;0;1;19
CLIX105;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;NO;Medio;NO DATA;No;NO;1590;0;2;29
CLIX106;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2892;0;2;19
CLIX107;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Salamanca;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1376;0;2;26
CLIX108;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;27
CLIX109;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Lacoruna;NO;NO;SI;Medio;NO DATA;No;NO;2169;0;1;22
CLIX110;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;27
CLIX111;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;NO DATA;Averia grave;NO;2031;0;1;30
CLIX112;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;SI;4082;0;1;21
CLIX113;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Autonomo;Madrid;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1590;0;0;22
CLIX114;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Zamora;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2169;0;0;20
CLIX115;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Albacete;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;21
CLIX116;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Cordoba;SI;NO;NO;Alto;NO DATA;No;NO;2228;0;1;19
CLIX117;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;NO;NO;SI;NA;NO DATA;No;NO;3254;0;0;30
CLIX118;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;2611;0;2;20
CLIX119;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Castellon;NO;NO;NO;Alto;NO DATA;No;NO;1590;0;2;25
CLIX120;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Guadalajara;NO;NO;SI;Alto;NO DATA;No;NO;2169;0;1;21
CLIX121;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;2031;0;0;32
CLIX122;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;Medio;NO DATA;No;NO;2169;0;1;25
CLIX123;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;30
CLIX124;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;SI;NA;NO DATA;No;NO;2385;0;0;22
CLIX125;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Medio;NO DATA;No;NO;2169;0;1;21
CLIX126;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Las Palmas;NO;NO;SI;NA;NO DATA;Averia grave;NO;2611;0;0;28
CLIX127;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;20
CLIX128;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Alto;NO DATA;No;NO;3213;0;1;31
CLIX129;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1590;0;1;26
CLIX130;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;SI;NO;SI;NA;NO DATA;No;NO;1590;0;1;32
CLIX131;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;31
CLIX132;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;SI;NA;NO DATA;No;NO;2385;0;1;22
CLIX133;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1590;0;2;29
CLIX134;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;19
CLIX135;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Pontevedra;NO;NO;NO;NA;NO DATA;No;NO;1590;0;2;20
CLIX136;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Baleares;SI;NO;NO;NA;NO DATA;No;NO;1590;0;1;23
CLIX137;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1590;0;2;28
CLIX138;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Jaen;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;18
CLIX139;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Funcionario;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;1;23
CLIX140;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Asturias;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;18
CLIX141;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;24
CLIX142;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;18
CLIX143;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;23
CLIX144;A;TIPO1;FUEL 1;Baja;M;Otros;EN PAREJA;M;Empresa;Malaga;SI;NO;SI;NA;NO DATA;No;NO;2385;0;0;25
CLIX145;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;1;24
CLIX146;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Almeria;NO;NO;NO;NA;NO DATA;No;NO;1590;0;2;29
CLIX147;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;2611;0;0;30
CLIX148;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Autonomo;Vizcaya;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;27
CLIX149;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;27
CLIX150;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;0;25
CLIX151;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;30
CLIX152;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;22
CLIX153;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Lacoruna;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;18
CLIX154;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;NA;NO DATA;Averia grave;NO;2031;0;1;23
CLIX155;A;TIPO1;FUEL 1;Baja;M;Contado;EN PAREJA;F;Empresa;Gerona;NO;NO;NO;NA;NO DATA;No;NO;1590;0;0;20
CLIX156;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Lerida;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;29
CLIX157;A;TIPO1;FUEL 1;Baja;M;Contado;EN PAREJA;F;Empresa;Gerona;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;23
CLIX158;A;TIPO1;FUEL 1;Baja;M;Contado;EN PAREJA;F;Empresa;Badajoz;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;18
CLIX159;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;25
CLIX160;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Cantabria;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;32
